"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Timchenko L.I.; Pijarski P.; Zavadskiy V.; Nakonechna S.S.; Kokriatskaya N.I.","Timchenko, Leonid I. (7006204952); Pijarski, Paweł (24279096700); Zavadskiy, Vladislav (57191737944); Nakonechna, Svitlana S. (55600969000); Kokriatskaya, Nataliya I. (6506291738)","7006204952; 24279096700; 57191737944; 55600969000; 6506291738","Processing laser beam spot images using the parallel-hierarchical network for classification and forecasting their energy center coordinates","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992646999&doi=10.1117%2f12.2248878&partnerID=40&md5=373c39ca6710385e06641e87f2b5de69","State University of Transport Economy and Technologies, 19 Lukashevich St., Kyiv, 03049, Ukraine; Lublin University of Technology, Nadbystrzycka St. 38D, Lublin, 20-618, Poland","Timchenko L.I., State University of Transport Economy and Technologies, 19 Lukashevich St., Kyiv, 03049, Ukraine; Pijarski P., Lublin University of Technology, Nadbystrzycka St. 38D, Lublin, 20-618, Poland; Zavadskiy V., Lublin University of Technology, Nadbystrzycka St. 38D, Lublin, 20-618, Poland; Nakonechna S.S., State University of Transport Economy and Technologies, 19 Lukashevich St., Kyiv, 03049, Ukraine; Kokriatskaya N.I., State University of Transport Economy and Technologies, 19 Lukashevich St., Kyiv, 03049, Ukraine","0277786X","978-151060485-8","PSISD"
"Uss M.; Vozel B.; Lukin V.; Chehdi K.","Uss, M. (18042670600); Vozel, B. (6507361722); Lukin, V. (7102438809); Chehdi, K. (6602079185)","18042670600; 6507361722; 7102438809; 6602079185","Potential accuracy of translation estimation between radar and optical images","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961678017&doi=10.1117%2f12.2194071&partnerID=40&md5=2b991a8eb9061f6c6201d4d7b463bfd9","Department of Transmitters, Receivers and Signal Processing, National Aerospace University, Kharkov, Ukraine; IETR, UMR CNRS 6164, University of Rennes 1, CS 80518, Lannion Cedex, 22305, France","Uss M., Department of Transmitters, Receivers and Signal Processing, National Aerospace University, Kharkov, Ukraine; Vozel B., IETR, UMR CNRS 6164, University of Rennes 1, CS 80518, Lannion Cedex, 22305, France; Lukin V., Department of Transmitters, Receivers and Signal Processing, National Aerospace University, Kharkov, Ukraine; Chehdi K., IETR, UMR CNRS 6164, University of Rennes 1, CS 80518, Lannion Cedex, 22305, France","0277786X","978-162841853-8","PSISD"
"Ushenko V.O.; Olar O.V.; Ushenko Y.O.; Gorsky M.P.; Soltys I.V.","Ushenko, V.O. (54883888200); Olar, O.V. (35318204300); Ushenko, Yu. O. (6701840218); Gorsky, M.P. (14831433300); Soltys, I.V. (54882613300)","54883888200; 35318204300; 6701840218; 14831433300; 54882613300","Polarization correlometry of polycrystalline films of human liquids in problems of forensic medicine","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963749242&doi=10.1117%2f12.2228997&partnerID=40&md5=351cb68d133eb5f3bf6e7f67a73a6215","Optics and Publishing Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine; Correlation Optics Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine","Ushenko V.O., Optics and Publishing Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine; Olar O.V., Optics and Publishing Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine; Ushenko Y.O., Correlation Optics Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine; Gorsky M.P., Optics and Publishing Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine; Soltys I.V., Optics and Publishing Department, Chernivtsi National University, 2 Kotsyubinsky Str., Chernivtsi, 58012, Ukraine","0277786X","978-151060050-8","PSISD"
"Timchenko L.; Yarovyi A.; Kokriatskaya N.; Nakonechna S.; Abramenko L.; Ławicki T.; Popiel P.; Yesmakhanova L.","Timchenko, Leonid (7006204952); Yarovyi, Andrii (6507296188); Kokriatskaya, Nataliya (6506291738); Nakonechna, Svitlana (55600969000); Abramenko, Ludmila (57191746100); Ławicki, Tomasz (16316199700); Popiel, Piotr (23006031100); Yesmakhanova, Laura (57105501800)","7006204952; 6507296188; 6506291738; 55600969000; 57191746100; 16316199700; 23006031100; 57105501800","The method of parallel-hierarchical transformation for rapid recognition of dynamic images using GPGPU technology","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992646511&doi=10.1117%2f12.2249352&partnerID=40&md5=75060525b5cb80f1ece5c4424b0ac956","State Economic Technological University of Transport, 19 Lukashevich Street, Kyiv, 03049, Ukraine; Vinnytsia National Technical University, 95 Khmelnytske shose, Vinnytsia, 21021, Ukraine; Lublin University of Technology, Institute of Electronics and Information Technology, Nadbystrzycka 38D, Lublin, 20-618, Poland","Timchenko L., State Economic Technological University of Transport, 19 Lukashevich Street, Kyiv, 03049, Ukraine; Yarovyi A., Vinnytsia National Technical University, 95 Khmelnytske shose, Vinnytsia, 21021, Ukraine; Kokriatskaya N., State Economic Technological University of Transport, 19 Lukashevich Street, Kyiv, 03049, Ukraine; Nakonechna S., State Economic Technological University of Transport, 19 Lukashevich Street, Kyiv, 03049, Ukraine; Abramenko L., State Economic Technological University of Transport, 19 Lukashevich Street, Kyiv, 03049, Ukraine; Ławicki T., Lublin University of Technology, Institute of Electronics and Information Technology, Nadbystrzycka 38D, Lublin, 20-618, Poland; Popiel P., Lublin University of Technology, Institute of Electronics and Information Technology, Nadbystrzycka 38D, Lublin, 20-618, Poland; Yesmakhanova L., Lublin University of Technology, Institute of Electronics and Information Technology, Nadbystrzycka 38D, Lublin, 20-618, Poland","0277786X","978-151060485-8","PSISD"
"Rubel A.; Lukin V.; Uss M.; Vozel B.; Pogrebnyak O.; Egiazarian K.","Rubel, Aleksey (56925032900); Lukin, Vladimir (7102438809); Uss, Mikhail (18042670600); Vozel, Benoit (6507361722); Pogrebnyak, Oleksiy (6603002393); Egiazarian, Karen (7004998247)","56925032900; 7102438809; 18042670600; 6507361722; 6603002393; 7004998247","Efficiency of texture image enhancement by DCT-based filtering","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947549950&doi=10.1016%2fj.neucom.2015.04.119&partnerID=40&md5=d47c3229f3f8261188ebacfdd68e46d1","National Aerospace University, Department of Receivers, Transmitters and Signal Processing, Kharkov, Ukraine; National Aerospace University, Department of Radioelectronic Systems Design, Kharkov, Ukraine; University of Rennes 1 - Enssat, Rennes, France; Instituto Politecnico Nacional, Centro de Investigacion en Computacion, Ave. Juan de Dios Batiz S/N, MEX, D.F, Mexico; Tampere University of Technology, Department of Signal Processing, Tampere, Finland","Rubel A., National Aerospace University, Department of Receivers, Transmitters and Signal Processing, Kharkov, Ukraine; Lukin V., National Aerospace University, Department of Receivers, Transmitters and Signal Processing, Kharkov, Ukraine; Uss M., National Aerospace University, Department of Radioelectronic Systems Design, Kharkov, Ukraine; Vozel B., University of Rennes 1 - Enssat, Rennes, France; Pogrebnyak O., Instituto Politecnico Nacional, Centro de Investigacion en Computacion, Ave. Juan de Dios Batiz S/N, MEX, D.F, Mexico; Egiazarian K., Tampere University of Technology, Department of Signal Processing, Tampere, Finland","09252312","","NRCGE"
"Ryzhikov V.D.; Naydenov S.V.; Opolonin O.D.; Volkov V.G.; Smith C.F.","Ryzhikov, V.D. (7006545318); Naydenov, S.V. (6601978831); Opolonin, O.D. (6508320242); Volkov, V.G. (56250228700); Smith, C.F. (57203477149)","7006545318; 6601978831; 6508320242; 56250228700; 57203477149","Multi-energy method of digital radiography for imaging of biological objects","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978906109&doi=10.1117%2f12.2214626&partnerID=40&md5=a7ac59695c65dddec2067c2093613d9d","Institute for Scintillation Materials, 60 Lenin Ave., Kharkov, Ukraine; Dept. of Nonlinear Crystals, Institute for Single Crystals, 60 Lenin Ave., Kharkov, Ukraine; U.S. Naval Postgraduate School, 1 University Circle, Monterey, CA, United States","Ryzhikov V.D., Institute for Scintillation Materials, 60 Lenin Ave., Kharkov, Ukraine; Naydenov S.V., Dept. of Nonlinear Crystals, Institute for Single Crystals, 60 Lenin Ave., Kharkov, Ukraine; Opolonin O.D., Institute for Scintillation Materials, 60 Lenin Ave., Kharkov, Ukraine; Volkov V.G., Institute for Scintillation Materials, 60 Lenin Ave., Kharkov, Ukraine; Smith C.F., U.S. Naval Postgraduate School, 1 University Circle, Monterey, CA, United States","16057422","978-151060018-8",""
"Lizanets D.; Matviykiv O.; Lobur M.","Lizanets, Danylo (56340209800); Matviykiv, Oleh (24476373700); Lobur, Mykhailo (36882890000)","56340209800; 24476373700; 36882890000","Cells modeling approaches for microfluidic biodevices","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959887197&partnerID=40&md5=c9777993fbed8fc80e5c000abf514837","CAD Department, Lviv Polytechnic National University, S. Bandery street 12, Lviv, Ukraine","Lizanets D., CAD Department, Lviv Polytechnic National University, S. Bandery street 12, Lviv, Ukraine; Matviykiv O., CAD Department, Lviv Polytechnic National University, S. Bandery street 12, Lviv, Ukraine; Lobur M., CAD Department, Lviv Polytechnic National University, S. Bandery street 12, Lviv, Ukraine","","978-617607808-1",""
"Khaustova D.; Fournier J.; Le Meur O.","Khaustova, Darya (55758212400); Fournier, Jérôme (57196824526); Le Meur, Olivier (8611330900)","55758212400; 57196824526; 8611330900","An objective metric for stereoscopic 3D video quality prediction using perceptual thresholds","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974807308&doi=10.5594%2fj18516&partnerID=40&md5=997520084e713051b1c628364bbc3682","Donetsk National Technical University, Ukraine; University of Rennes, France; Research Center of Thomson-Technicolor, Rennes, France","Khaustova D., Donetsk National Technical University, Ukraine; Fournier J., University of Rennes, France; Le Meur O., Research Center of Thomson-Technicolor, Rennes, France","15450279","",""
"Zápražný Z.; Korytár D.; Jergel M.; Šiffalovič P.; Dobročka E.; Vagovič P.; Ferrari C.; Mikulík P.; Demydenko M.; Mikloška M.","Zápražný, Zdenko (36560871800); Korytár, Dušan (6701881979); Jergel, Matej (7006870146); Šiffalovič, Peter (15923589800); Dobročka, Edmund (6602738655); Vagovič, Patrik (8395897800); Ferrari, Claudio (55915310500); Mikulík, Petr (55946442700); Demydenko, Maksym (36682197500); Mikloška, Marek (56520237000)","36560871800; 6701881979; 7006870146; 15923589800; 6602738655; 8395897800; 55915310500; 55946442700; 36682197500; 56520237000","Calculations and surface quality measurements of high-asymmetry angle x-ray crystal monochromators for advanced x-ray imaging and metrological applications","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924179065&doi=10.1117%2f1.OE.54.3.035101&partnerID=40&md5=203832928f36ce385f3d23984c0a169f","Slovak Academy of Sciences, Institute of Electrical Engineering, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; Slovak Academy of Sciences, Institute of Physics, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; DESY, Center for Free-Electron Laser Science, Notkestrasse 85, Hamburg, 226 07, Germany; CNR-IMEM Institute, Parco Area delle Scienze 37/A, Parma, 431 24, Italy; Masaryk University, Central European Institute of Technology, Kotlářska 2, Brno, 611 37, Czech Republic; Sumy State University, R.-Korsakov Str. 2, Sumy, 40007, Ukraine; Integra TDS, S.r.o., Pod Párovcami 4757/25, Piešt'any, 921 01, Slovakia","Zápražný Z., Slovak Academy of Sciences, Institute of Electrical Engineering, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; Korytár D., Slovak Academy of Sciences, Institute of Electrical Engineering, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; Jergel M., Slovak Academy of Sciences, Institute of Physics, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; Šiffalovič P., Slovak Academy of Sciences, Institute of Physics, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; Dobročka E., Slovak Academy of Sciences, Institute of Electrical Engineering, Dúbravská cesta 9, Bratislava, 845 11, Slovakia; Vagovič P., DESY, Center for Free-Electron Laser Science, Notkestrasse 85, Hamburg, 226 07, Germany; Ferrari C., CNR-IMEM Institute, Parco Area delle Scienze 37/A, Parma, 431 24, Italy; Mikulík P., Masaryk University, Central European Institute of Technology, Kotlářska 2, Brno, 611 37, Czech Republic; Demydenko M., Slovak Academy of Sciences, Institute of Physics, Dúbravská cesta 9, Bratislava, 845 11, Slovakia, Sumy State University, R.-Korsakov Str. 2, Sumy, 40007, Ukraine; Mikloška M., Integra TDS, S.r.o., Pod Párovcami 4757/25, Piešt'any, 921 01, Slovakia","00913286","","OPEGA"
"Hnatushenko V.V.; Hnatushenko Vik.V.; Kavats O.O.; Shevchenko V.Yu.","Hnatushenko, Volodymyr (6505609275); Hnatushenko, Viktoriia (57218682553); Kavats, O.O. (56996161600); Shevchenko, V.Yu. (57201902879)","6505609275; 57218682553; 56996161600; 57201902879","Pansharpening technology of high resolution multispectral and panchromatic satellite images","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949426971&partnerID=40&md5=8b0787ba11149173c6bb8122e1fc4944","O. Honchar Dnipropetrovsk National University, Dnipropetrovsk, Ukraine; National Metallurgical Academy of Ukraine, Dnipropetrovsk, Ukraine","Hnatushenko V.V., O. Honchar Dnipropetrovsk National University, Dnipropetrovsk, Ukraine, National Metallurgical Academy of Ukraine, Dnipropetrovsk, Ukraine; Hnatushenko Vik.V., National Metallurgical Academy of Ukraine, Dnipropetrovsk, Ukraine; Kavats O.O., National Metallurgical Academy of Ukraine, Dnipropetrovsk, Ukraine; Shevchenko V.Yu., O. Honchar Dnipropetrovsk National University, Dnipropetrovsk, Ukraine","20712227","",""
"Kharchenko N.; Hrinivetskaya A.","Kharchenko, N. (55976111400); Hrinivetskaya, A. (57188754454)","55976111400; 57188754454","Development strategy bit rate control processing personnel predicts to increase the availability and integrity of information resources","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962829078&doi=10.1109%2fINFOCOMMST.2015.7357329&partnerID=40&md5=9ef444069b12828efbb12a2d6c590d28","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Kharchenko N., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Hrinivetskaya A., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","","978-966975192-8",""
"Gorovyi I.M.; Smirnov I.O.","Gorovyi, Ievgen M. (36514483700); Smirnov, Ivan O. (55914491200)","36514483700; 55914491200","Robust number plate detector based on stroke width transform and neural network","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945980163&doi=10.1109%2fSPS.2015.7168289&partnerID=40&md5=5df26b50cbd2cd4ce0e9b0074d8e3da5","Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine","Gorovyi I.M., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine; Smirnov I.O., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine","","978-837798160-3",""
"Izonin I.; Tkachenko R.; Peleshko D.; Rak T.; Batyuk D.","Izonin, Ivan (38461225700); Tkachenko, Roman (24831346400); Peleshko, Dmytro (27867946500); Rak, Taras (57189380158); Batyuk, Danylo (57188570712)","38461225700; 24831346400; 27867946500; 57189380158; 57188570712","Learning-based image super-resolution using weight coefficients of synaptic connections","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969929673&doi=10.1109%2fSTC-CSIT.2015.7325423&partnerID=40&md5=2fbadb2041157b5c0340623aa6691a6a","Lviv Polytechnic National University, S. Bandery Str. 12, Lviv, 79013, Ukraine; Lviv State University of Life Safety, Kleparivska Str. 35, Lviv, 79000, Ukraine","Izonin I., Lviv Polytechnic National University, S. Bandery Str. 12, Lviv, 79013, Ukraine; Tkachenko R., Lviv Polytechnic National University, S. Bandery Str. 12, Lviv, 79013, Ukraine; Peleshko D., Lviv Polytechnic National University, S. Bandery Str. 12, Lviv, 79013, Ukraine; Rak T., Lviv State University of Life Safety, Kleparivska Str. 35, Lviv, 79000, Ukraine; Batyuk D., Lviv Polytechnic National University, S. Bandery Str. 12, Lviv, 79013, Ukraine","","978-617607815-9",""
"Maruschak P.; Konovalenko I.; Guzanová A.; Sydor P.; Panin S.","Maruschak, Pavlo (25638742300); Konovalenko, Igor (26537632000); Guzanová, Anna (6504230202); Sydor, Petro (6506427604); Panin, Sergey (7003422815)","25638742300; 26537632000; 6504230202; 6506427604; 7003422815","Defectometry analysis of surface condition damaged with corrosion pitting","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954243154&doi=10.4028%2fwww.scientific.net%2fMSF.818.153&partnerID=40&md5=33e67c64266bed238309ef650fc155e8","Ternopil Ivan Pul'uj National Technical University, Ruska 56, Ternopil, 46001, Ukraine; Technical University of Košice, Mäsiarska 74, Košice, 04001, Slovakia; Karpenko Physico-Mechanical Institute of the NAS of Ukraine, Naukova 5, Lviv, 79060, Ukraine; Institute of Strength Physics and Materials Science SB RAS, pr. Akademicheskii 2/4, Tomsk, 634021, Russian Federation","Maruschak P., Ternopil Ivan Pul'uj National Technical University, Ruska 56, Ternopil, 46001, Ukraine; Konovalenko I., Ternopil Ivan Pul'uj National Technical University, Ruska 56, Ternopil, 46001, Ukraine; Guzanová A., Technical University of Košice, Mäsiarska 74, Košice, 04001, Slovakia; Sydor P., Karpenko Physico-Mechanical Institute of the NAS of Ukraine, Naukova 5, Lviv, 79060, Ukraine; Panin S., Institute of Strength Physics and Materials Science SB RAS, pr. Akademicheskii 2/4, Tomsk, 634021, Russian Federation","02555476","978-303835469-7","MSFOE"
"Podgorodetskaya L.V.; Prutsko Y.V.; Semeniv O.V.","Podgorodetskaya, L.V. (57209536574); Prutsko, Y.V. (57190579749); Semeniv, O.V. (24462815900)","57209536574; 57190579749; 24462815900","Farmland state estimation based on agrophytocenoses classification and remote sensing satellite data","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981333288&doi=10.1615%2fJAutomatInfScien.v48.i5.50&partnerID=40&md5=7376254b0b59d7a8230c697e203e37e0","Institute of Space Research of National Academy of Sciences of Ukraine, State Space Agency of Ukraine, Kiev, Ukraine; Space Research of National Academy of Sciences of Ukraine, State Space Agency of Ukraine, Kiev, Ukraine","Podgorodetskaya L.V., Institute of Space Research of National Academy of Sciences of Ukraine, State Space Agency of Ukraine, Kiev, Ukraine; Prutsko Y.V., Space Research of National Academy of Sciences of Ukraine, State Space Agency of Ukraine, Kiev, Ukraine; Semeniv O.V., Space Research of National Academy of Sciences of Ukraine, State Space Agency of Ukraine, Kiev, Ukraine","10642315","",""
"Bontemps S.; Arias M.; Cara C.; Dedieu G.; Guzzonato E.; Hagolle O.; Inglada J.; Matton N.; Morin D.; Popescu R.; Rabaute T.; Savinaud M.; Sepulcre G.; Valero S.; Ahmad I.; Bégué A.; Wu B.; de Abelleyra D.; Diarra A.; Dupuy S.; French A.; Akhtar I.H.; Kussul N.; Lebourgeois V.; Page M.L.; Newby T.; Savin I.; Verón S.R.; Koetz B.; Defourny P.","Bontemps, Sophie (24281070000); Arias, Marcela (57211135063); Cara, Cosmin (57188730414); Dedieu, Gérard (7003485805); Guzzonato, Eric (57188719941); Hagolle, Olivier (6602243908); Inglada, Jordi (55996140200); Matton, Nicolas (56938782300); Morin, David (56865531200); Popescu, Ramona (57194396852); Rabaute, Thierry (6506116372); Savinaud, Mickael (26032353800); Sepulcre, Guadalupe (23493462300); Valero, Silvia (34882466400); Ahmad, Ijaz (9532363200); Bégué, Agnès (7007128655); Wu, Bingfang (8318166100); de Abelleyra, Diego (24179021300); Diarra, Alhousseine (56921728500); Dupuy, Stéphane (36004740600); French, Andrew (36101394300); Akhtar, Ibrar ul Hassan (57194377800); Kussul, Nataliia (6602485938); Lebourgeois, Valentine (16031319400); Page, Michel Le (24468396100); Newby, Terrence (8261749500); Savin, Igor (7003650252); Verón, Santiago R. (6603327883); Koetz, Benjamin (6507288684); Defourny, Pierre (6603669676)","24281070000; 57211135063; 57188730414; 7003485805; 57188719941; 6602243908; 55996140200; 56938782300; 56865531200; 57194396852; 6506116372; 26032353800; 23493462300; 34882466400; 9532363200; 7007128655; 8318166100; 24179021300; 56921728500; 36004740600; 36101394300; 57194377800; 6602485938; 16031319400; 24468396100; 8261749500; 7003650252; 6603327883; 6507288684; 6603669676","Building a data set over 12 globally distributed sites to support the development of agriculture monitoring applications with Sentinel-2","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957919523&doi=10.3390%2frs71215815&partnerID=40&md5=74b64a9a004bd5856af037aa0280cf55","Earth and Life Institute, Université Catholique de Louvain, 2 Croix du Sud bte L7.05.16, Louvain-la-Neuve, 1348, Belgium; Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; CS Romania S.A., 29 Strada Pacii, Craiova, 200692, Romania; CS Systèmes d'Information, 5 rue Brindejonc des Moulinais, Toulouse, 31506, France; National Agriculture Information Center Directorate, Space Applications Research Complex, Pakistan Space and Upper Atmosphere Research Commission, Islamabad, 44000, Pakistan; Maison de la télédétection (CIRAD-UMR TETIS), 500 rue J.-F. Breton, Montpellier, 34093, France; Institute of Remote Sensing and Digital Earth, Chinese Academy of Sciences, Olympic Village Science Park, West Beichen Road, Chaoyang, Beijing, 100101, China; Instituto de Clima y Agua, Instituto Nacional de Tecnología Agropecuaria (INTA), Repetto y de Los Reseros s/n, Hurlingham, 1686, Argentina; Faculté des Sciences Semlalia, Université Cadi Ayyad, BP 2390, Marrakech, 40000, Morocco; Laboratoire Mixte International TREMA, Centre Geber, Faculté des Sciences de Semlalia, Marrakech, 40000, Morocco; U.S. Arid Land Agricultural Research Center, ARS-USDA, Maricopa, 85138, AZ, United States; Space Research Institute of National, Academy of Sciences of Ukraine and State Space Agency of Ukraine, 40 prosp. Glushkov, build.4/1, Kyiv, 03680, Ukraine; Agricultural Research Council (South Africa), Private Bag X79, Pretoria, 0001, South Africa; V.V. Dokuchaev Soil Science Institute, PFUR, Moscow, 119017, Russian Federation; European Space Research Institute, European Space Agency, Via Galileo Galilei, Casella Postale 64, Frascati (Rome), 00044, Italy","Bontemps S., Earth and Life Institute, Université Catholique de Louvain, 2 Croix du Sud bte L7.05.16, Louvain-la-Neuve, 1348, Belgium; Arias M., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; Cara C., CS Romania S.A., 29 Strada Pacii, Craiova, 200692, Romania; Dedieu G., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; Guzzonato E., CS Systèmes d'Information, 5 rue Brindejonc des Moulinais, Toulouse, 31506, France; Hagolle O., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; Inglada J., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; Matton N., Earth and Life Institute, Université Catholique de Louvain, 2 Croix du Sud bte L7.05.16, Louvain-la-Neuve, 1348, Belgium; Morin D., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; Popescu R., CS Romania S.A., 29 Strada Pacii, Craiova, 200692, Romania; Rabaute T., CS Systèmes d'Information, 5 rue Brindejonc des Moulinais, Toulouse, 31506, France; Savinaud M., CS Systèmes d'Information, 5 rue Brindejonc des Moulinais, Toulouse, 31506, France; Sepulcre G., Earth and Life Institute, Université Catholique de Louvain, 2 Croix du Sud bte L7.05.16, Louvain-la-Neuve, 1348, Belgium; Valero S., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France; Ahmad I., National Agriculture Information Center Directorate, Space Applications Research Complex, Pakistan Space and Upper Atmosphere Research Commission, Islamabad, 44000, Pakistan; Bégué A., Maison de la télédétection (CIRAD-UMR TETIS), 500 rue J.-F. Breton, Montpellier, 34093, France; Wu B., Institute of Remote Sensing and Digital Earth, Chinese Academy of Sciences, Olympic Village Science Park, West Beichen Road, Chaoyang, Beijing, 100101, China; de Abelleyra D., Instituto de Clima y Agua, Instituto Nacional de Tecnología Agropecuaria (INTA), Repetto y de Los Reseros s/n, Hurlingham, 1686, Argentina; Diarra A., Faculté des Sciences Semlalia, Université Cadi Ayyad, BP 2390, Marrakech, 40000, Morocco, Laboratoire Mixte International TREMA, Centre Geber, Faculté des Sciences de Semlalia, Marrakech, 40000, Morocco; Dupuy S., Maison de la télédétection (CIRAD-UMR TETIS), 500 rue J.-F. Breton, Montpellier, 34093, France; French A., U.S. Arid Land Agricultural Research Center, ARS-USDA, Maricopa, 85138, AZ, United States; Akhtar I.H., National Agriculture Information Center Directorate, Space Applications Research Complex, Pakistan Space and Upper Atmosphere Research Commission, Islamabad, 44000, Pakistan; Kussul N., Space Research Institute of National, Academy of Sciences of Ukraine and State Space Agency of Ukraine, 40 prosp. Glushkov, build.4/1, Kyiv, 03680, Ukraine; Lebourgeois V., Maison de la télédétection (CIRAD-UMR TETIS), 500 rue J.-F. Breton, Montpellier, 34093, France; Page M.L., Centre d'Etudes Spatiales de la BIOsphère CESBIO, Université de Toulouse, CNES/CNRS/IRD/UPS, 18 Avenue Edouard Belin, Toulouse, 31401, France, Laboratoire Mixte International TREMA, Centre Geber, Faculté des Sciences de Semlalia, Marrakech, 40000, Morocco; Newby T., Agricultural Research Council (South Africa), Private Bag X79, Pretoria, 0001, South Africa; Savin I., V.V. Dokuchaev Soil Science Institute, PFUR, Moscow, 119017, Russian Federation; Verón S.R., Instituto de Clima y Agua, Instituto Nacional de Tecnología Agropecuaria (INTA), Repetto y de Los Reseros s/n, Hurlingham, 1686, Argentina; Koetz B., European Space Research Institute, European Space Agency, Via Galileo Galilei, Casella Postale 64, Frascati (Rome), 00044, Italy; Defourny P., Earth and Life Institute, Université Catholique de Louvain, 2 Croix du Sud bte L7.05.16, Louvain-la-Neuve, 1348, Belgium","20724292","",""
