"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Chumachenko O.I.; Ishchenko V.S.; Yudenko I.O.","Chumachenko, Olena I. (55635565800); Ishchenko, Vitaly S. (57433808700); Yudenko, Igor O. (58774863300)","55635565800; 57433808700; 58774863300","Automatic Adjustment of the Visual Navigation System Based on the Results of Bench Tests","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180376526&doi=10.1109%2fMSNMC61017.2023.10329049&partnerID=40&md5=f6de4d5137d188daebd1360cbec03941","National Technical University of Ukraine, Department of Artificial Intelligence, Kiyiv Politechnical Institute Named after Igor Sikorsky, Kyiv, Ukraine; National Aviation University, Department of Aviation Computer Integrated Complexes, Kyiv, Ukraine","Chumachenko O.I., National Technical University of Ukraine, Department of Artificial Intelligence, Kiyiv Politechnical Institute Named after Igor Sikorsky, Kyiv, Ukraine; Ishchenko V.S., National Aviation University, Department of Aviation Computer Integrated Complexes, Kyiv, Ukraine; Yudenko I.O., National Aviation University, Department of Aviation Computer Integrated Complexes, Kyiv, Ukraine","","979-835039515-0",""
"Baranov M.; Borachok I.; Ivanov S.; Mandzak M.; Shcherbyna Y.","Baranov, Mykola (57816090200); Borachok, Ihor (57056522400); Ivanov, Serhii (58765615300); Mandzak, Markiian (58765745100); Shcherbyna, Yuriy (24484083900)","57816090200; 57056522400; 58765615300; 58765745100; 24484083900","Residual domain expert architecture for few-shot learning classification task","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179837468&doi=10.1109%2fCSIT61576.2023.10324234&partnerID=40&md5=7afe17d43683ea02575d3aef4327ebd6","Ivan Franko National University of Lviv, dept. of Applied Mathematics and Informatics, Lviv, Ukraine","Baranov M., Ivan Franko National University of Lviv, dept. of Applied Mathematics and Informatics, Lviv, Ukraine; Borachok I., Ivan Franko National University of Lviv, dept. of Applied Mathematics and Informatics, Lviv, Ukraine; Ivanov S., Ivan Franko National University of Lviv, dept. of Applied Mathematics and Informatics, Lviv, Ukraine; Mandzak M., Ivan Franko National University of Lviv, dept. of Applied Mathematics and Informatics, Lviv, Ukraine; Shcherbyna Y., Ivan Franko National University of Lviv, dept. of Applied Mathematics and Informatics, Lviv, Ukraine","27663655","979-835036046-2",""
"Chala O.; Bronnikov A.; Igor N.; Mospan D.","Chala, Olena (57211027250); Bronnikov, Artem (58375766100); Igor, Nevliudov (57216434058); Mospan, Denis (56707349700)","57211027250; 58375766100; 57216434058; 56707349700","The Use of Neural Networks for the Technological Objects Recognition Tasks in Computer-Integrated Manufacturing","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147324720&doi=10.1109%2fMEES58014.2022.10005750&partnerID=40&md5=1090aea7540cb4fdf7c659cdc59f28ca","Kharkiv National University of Radio Electronic, Department of Computer-Integrated Technologies, Automation and Mechatronic, Kharkiv, Ukraine; Kremenchuk Mykhailo Ostrohradskyi National University, Department of Computer Engineering and Electronics, Kremenchuk, Ukraine","Chala O., Kharkiv National University of Radio Electronic, Department of Computer-Integrated Technologies, Automation and Mechatronic, Kharkiv, Ukraine; Bronnikov A., Kharkiv National University of Radio Electronic, Department of Computer-Integrated Technologies, Automation and Mechatronic, Kharkiv, Ukraine; Igor N., Kharkiv National University of Radio Electronic, Department of Computer-Integrated Technologies, Automation and Mechatronic, Kharkiv, Ukraine; Mospan D., Kremenchuk Mykhailo Ostrohradskyi National University, Department of Computer Engineering and Electronics, Kremenchuk, Ukraine","","979-835034683-1",""
"Wang X.; Vladislav Z.; Viktor O.; Wu Z.; Zhao M.","Wang, Xinfa (57702682000); Vladislav, Zubko (57702150300); Viktor, Onychko (57216526686); Wu, Zhenwei (57701092000); Zhao, Mingfu (57203173896)","57702682000; 57702150300; 57216526686; 57701092000; 57203173896","Online recognition and yield estimation of tomato in plant factory based on YOLOv3","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130449549&doi=10.1038%2fs41598-022-12732-1&partnerID=40&md5=e576b44a60a412ce135c63391c84dd65","Sumy National Agrarian University, Sumy, Ukraine; Henan Institute of Science and Technology, Henan, Xinxiang, China","Wang X., Sumy National Agrarian University, Sumy, Ukraine, Henan Institute of Science and Technology, Henan, Xinxiang, China; Vladislav Z., Sumy National Agrarian University, Sumy, Ukraine; Viktor O., Sumy National Agrarian University, Sumy, Ukraine; Wu Z., Henan Institute of Science and Technology, Henan, Xinxiang, China; Zhao M., Henan Institute of Science and Technology, Henan, Xinxiang, China","20452322","",""
"Beshley M.; Volodymyr P.; Beshley H.; Gregus M., Jr.","Beshley, Mykola (55225979800); Volodymyr, Pastukh (58654253700); Beshley, Halyna (57189328709); Gregus, Michal (6602734679)","55225979800; 58654253700; 57189328709; 6602734679","A Smartphone-Based Computer Vision Assistance System with Neural Network Depth Estimation for the Visually Impaired","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174447787&doi=10.1007%2f978-3-031-42508-0_3&partnerID=40&md5=54c4f930d7ccadd77d322da664cdc38c","Department of Telecommunication, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Faculty of Management, Comenius University in Bratislava, Bratislava, 82005, Slovakia","Beshley M., Department of Telecommunication, Lviv Polytechnic National University, Lviv, 79013, Ukraine, Faculty of Management, Comenius University in Bratislava, Bratislava, 82005, Slovakia; Volodymyr P., Department of Telecommunication, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Beshley H., Department of Telecommunication, Lviv Polytechnic National University, Lviv, 79013, Ukraine, Faculty of Management, Comenius University in Bratislava, Bratislava, 82005, Slovakia; Gregus M., Jr., Faculty of Management, Comenius University in Bratislava, Bratislava, 82005, Slovakia","03029743","978-303142507-3",""
"Mammadov R.; Rahimova E.; Mammadov G.; Sherstjuk V.","Mammadov, Rahim (57219773775); Rahimova, Elena (57219773920); Mammadov, Gurban (57189804842); Sherstjuk, Volodymyr (24179426400)","57219773775; 57219773920; 57189804842; 24179426400","Reducing Average Risk by Providing İnvariance of Two-Dimensional Binary İmages","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163842978&partnerID=40&md5=33109f30a23a04c441627864e98abc19","Azerbaijan State Oil and Industry University, Azadliq av. 16/21, Baku, AZ1010, Azerbaijan; Azerbaijan State Scientific Research Institute for Labor Protection and Occupational Safety, Tabriz st.108, Baku, AZ1008, Azerbaijan; Kherson National Technical University, str.Instytutska 11, Khmelnytskyi, 29016, Ukraine","Mammadov R., Azerbaijan State Oil and Industry University, Azadliq av. 16/21, Baku, AZ1010, Azerbaijan; Rahimova E., Azerbaijan State Oil and Industry University, Azadliq av. 16/21, Baku, AZ1010, Azerbaijan; Mammadov G., Azerbaijan State Scientific Research Institute for Labor Protection and Occupational Safety, Tabriz st.108, Baku, AZ1008, Azerbaijan; Sherstjuk V., Kherson National Technical University, str.Instytutska 11, Khmelnytskyi, 29016, Ukraine","16130073","",""
"Vlasenko K.; Rovenska O.; Lovianova I.; Tarasenkova N.; Achkan V.","Vlasenko, K. (57201618561); Rovenska, O. (57194348450); Lovianova, I. (57211133281); Tarasenkova, N. (57212147790); Achkan, V. (57214790628)","57201618561; 57194348450; 57211133281; 57212147790; 57214790628","A Learner-Centered Syllabus-Based Approach to engaging master students into research activity","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133460415&doi=10.1088%2f1742-6596%2f2288%2f1%2f012019&partnerID=40&md5=8cd7516c1661b14468843464a96c693a","National University Of Kyiv Mohyla Academy, 2 G. Skovoroda Str., Kyiv, 04070, Ukraine; Limited Liability Company Technical University Metinvest Polytechnic, 71A Sechenov Str., Mariupol, 87524, Ukraine; Donbass State Engineering Academy, 72 Academichna Str., Kramatorsk, 84313, Ukraine; Kryvyi Rih State Pedagogical University, 54 Gagarin Str., Kryvyi Rih, 50086, Ukraine; Bohdan Khmelnytsky National University Of Cherkasy, 81 Shevchenko Str., Cherkasy, 18000, Ukraine; Berdyansk State Pedagogical University, 21 Shmidt Str., Berdyansk, 71100, Ukraine","Vlasenko K., National University Of Kyiv Mohyla Academy, 2 G. Skovoroda Str., Kyiv, 04070, Ukraine, Limited Liability Company Technical University Metinvest Polytechnic, 71A Sechenov Str., Mariupol, 87524, Ukraine; Rovenska O., Donbass State Engineering Academy, 72 Academichna Str., Kramatorsk, 84313, Ukraine; Lovianova I., Kryvyi Rih State Pedagogical University, 54 Gagarin Str., Kryvyi Rih, 50086, Ukraine; Tarasenkova N., Bohdan Khmelnytsky National University Of Cherkasy, 81 Shevchenko Str., Cherkasy, 18000, Ukraine; Achkan V., Berdyansk State Pedagogical University, 21 Shmidt Str., Berdyansk, 71100, Ukraine","17426588","",""
"Melnychenko A.; Zdor K.","Melnychenko, Artem (58755093900); Zdor, Kostyantyn (57890097900)","58755093900; 57890097900","EFFICIENCY OF SUPPLEMENTARY OUTPUTS IN SIAMESE NEURAL NETWORKS","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176931528&doi=10.20998%2f2522-9052.2023.3.07&partnerID=40&md5=ede4668fbdf2fda64293467d8f0004a4","Department of Digital Technologies in Energy, National Technical University of Ukraine «Igor Sikorsky Kyiv Polytechnic Institute», Kyiv, Ukraine","Melnychenko A., Department of Digital Technologies in Energy, National Technical University of Ukraine «Igor Sikorsky Kyiv Polytechnic Institute», Kyiv, Ukraine; Zdor K., Department of Digital Technologies in Energy, National Technical University of Ukraine «Igor Sikorsky Kyiv Polytechnic Institute», Kyiv, Ukraine","25229052","",""
"Howaniec H.; Karyy O.; Pawliczek A.","Howaniec, Honorata (57219337298); Karyy, Oleh (57214298464); Pawliczek, Adam (12143539100)","57219337298; 57214298464; 12143539100","The Role of Universities in Shaping Talents—The Case of the Czech Republic, Poland and Ukraine","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129790129&doi=10.3390%2fsu14095476&partnerID=40&md5=9cc77af944f15e73df9cbcfd2cca4eff","Department of Marketing and Entrepreneurship, University of Bielsko-Biala, Willowa 2, Bielsko-Biala, 43-309, Poland; Department of Management of Organizations, Lviv Polytechnic National University, 12 Stepan Bandera St, Lviv, 79013, Ukraine; Department of Business Economics and Management, Moravian Business College Olomouc, tr. Kosmonautu 1, Olomouc, 77900, Czech Republic; Faculty of Management, Prague University of Economics and Business, Jarosovska 1117/II, Jindrichuv Hradec, 37701, Czech Republic","Howaniec H., Department of Marketing and Entrepreneurship, University of Bielsko-Biala, Willowa 2, Bielsko-Biala, 43-309, Poland; Karyy O., Department of Management of Organizations, Lviv Polytechnic National University, 12 Stepan Bandera St, Lviv, 79013, Ukraine; Pawliczek A., Department of Business Economics and Management, Moravian Business College Olomouc, tr. Kosmonautu 1, Olomouc, 77900, Czech Republic, Faculty of Management, Prague University of Economics and Business, Jarosovska 1117/II, Jindrichuv Hradec, 37701, Czech Republic","20711050","",""
"Khlamov S.; Savanevych V.; Tabakova I.; Trunova T.","Khlamov, Sergii (56866386100); Savanevych, Vadym (56486038400); Tabakova, Iryna (57194480930); Trunova, Tetiana (57775882100)","56866386100; 56486038400; 57194480930; 57775882100","The astronomical object recognition and its near-zero motion detection in series of images by in situ modeling","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137161252&doi=10.1109%2fIWSSIP55020.2022.9854475&partnerID=40&md5=da80f30db8164f493083b5f80edeb1e5","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Kharkiv National University of Radio Electronics, Department of Systems Engineering, Kharkiv, Ukraine; Kharkiv National University of Radio Electronics, Department of Media Systems and Technologies, Kharkiv, Ukraine","Khlamov S., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Savanevych V., Kharkiv National University of Radio Electronics, Department of Systems Engineering, Kharkiv, Ukraine; Tabakova I., Kharkiv National University of Radio Electronics, Department of Media Systems and Technologies, Kharkiv, Ukraine; Trunova T., Kharkiv National University of Radio Electronics, Department of Media Systems and Technologies, Kharkiv, Ukraine","21578672","978-166549578-3",""
"Smirnov S.; Kuznietsova N.","Smirnov, Serhii (58291312700); Kuznietsova, Nataliia (56412465200)","58291312700; 56412465200","Application of vision transformers and 3D convolutional neural networks for sign language cluster recognition","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160348503&partnerID=40&md5=99b1bbf319de72519a93bc4daf82bcd6","National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, ave. Peremohy 37, Kyiv, 03056, Ukraine","Smirnov S., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, ave. Peremohy 37, Kyiv, 03056, Ukraine; Kuznietsova N., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, ave. Peremohy 37, Kyiv, 03056, Ukraine","16130073","",""
"Bezsonov O.; Ilyunin O.; Khusanov A.; Rudenko O.; Sotnikov O.","Bezsonov, Oleksandr (57221227175); Ilyunin, Oleg (37059004500); Khusanov, Alisher (58314116200); Rudenko, Oleg (7005837246); Sotnikov, Oleg (57816560400)","57221227175; 37059004500; 58314116200; 7005837246; 57816560400","Intelligent Identification System of the Process Liquid Solutions Composition","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134743348&partnerID=40&md5=5dfcebd9d05a2714d51b3ae159b31d0c","Kharkiv National University of Radioelectronics, Nauky ave., 14, Kharkіv, 61166, Ukraine; M.Auezov South Kazakhstan State University, Shymkent, Tauke Khan St., KZ-160012, Kazakhstan","Bezsonov O., Kharkiv National University of Radioelectronics, Nauky ave., 14, Kharkіv, 61166, Ukraine; Ilyunin O., Kharkiv National University of Radioelectronics, Nauky ave., 14, Kharkіv, 61166, Ukraine; Khusanov A., M.Auezov South Kazakhstan State University, Shymkent, Tauke Khan St., KZ-160012, Kazakhstan; Rudenko O., Kharkiv National University of Radioelectronics, Nauky ave., 14, Kharkіv, 61166, Ukraine; Sotnikov O., Kharkiv National University of Radioelectronics, Nauky ave., 14, Kharkіv, 61166, Ukraine","16130073","",""
"Andrusyshyn V.; Ivanov V.; Pitel’ J.; Židek K.; Lazorik P.","Andrusyshyn, Vladyslav (58396735600); Ivanov, Vitalii (55769747343); Pitel’, Ján (55308230400); Židek, Kamil (26222030500); Lazorik, Peter (57208629059)","58396735600; 55769747343; 55308230400; 26222030500; 57208629059","Machine Vision Systems for Collaborative Assembly Applications","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163298578&doi=10.1007%2f978-3-031-32767-4_2&partnerID=40&md5=a80b9f383b70d92f53cdcd1dbc738b04","Technical University of Košice, 1, Bayerova Street, Prešov, 080 01, Slovakia; Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine","Andrusyshyn V., Technical University of Košice, 1, Bayerova Street, Prešov, 080 01, Slovakia, Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine; Ivanov V., Technical University of Košice, 1, Bayerova Street, Prešov, 080 01, Slovakia, Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine; Pitel’ J., Technical University of Košice, 1, Bayerova Street, Prešov, 080 01, Slovakia; Židek K., Technical University of Košice, 1, Bayerova Street, Prešov, 080 01, Slovakia; Lazorik P., Technical University of Košice, 1, Bayerova Street, Prešov, 080 01, Slovakia","21954356","978-303132766-7",""
