"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Litvin A.; Velychko V.; Kaverynskyi V.","Litvin, Anna (57224002353); Velychko, Vitlii (56110673500); Kaverynskyi, Vladyslav (55856988500)","57224002353; 56110673500; 55856988500","Method of information obtaining from ontology on the basis of a natural language phrase analysis","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106697477&partnerID=40&md5=03d023d23f18a8ab1c7111b5ce5686f7","V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Kyiv, Ukraine; I.N. Frantsevich Inst. of Prob. of Mat. Sci. of Natl. Acad. of Sci. of Ukraine, Ukraine","Litvin A., V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Kyiv, Ukraine; Velychko V., V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Kyiv, Ukraine; Kaverynskyi V., I.N. Frantsevich Inst. of Prob. of Mat. Sci. of Natl. Acad. of Sci. of Ukraine, Ukraine","16130073","","",""
"Anisimov A.V.; Marchenko A.A.; Zemlianskyi V.R.","Anisimov, A.V. (9536987000); Marchenko, A.A. (44661392700); Zemlianskyi, V.R. (57207358279)","9536987000; 44661392700; 57207358279","Influence of Language on the Lifespan of Populations of Artificial Intelligence","2021","10.1007/s10559-021-00392-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116225591&doi=10.1007%2fs10559-021-00392-4&partnerID=40&md5=008137d33c65fb8e4b0c829f46e11c4f","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","Anisimov A.V., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Marchenko A.A., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Zemlianskyi V.R., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","10600396","","",""
"Babenko D.; Dyomkin V.","Babenko, Dmytro (57509024900); Dyomkin, Vsevolod (10040896900)","57509024900; 10040896900","Determining sentiment and important properties of Ukrainian language user reviews","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082471606&partnerID=40&md5=05e4d3423c323c8a177463b73779166c","Ukrainian Catholic University, Lviv, Ukraine","Babenko D., Ukrainian Catholic University, Lviv, Ukraine; Dyomkin V., Ukrainian Catholic University, Lviv, Ukraine","16130073","","",""
"Stryzhak O.; Prykhodniuk V.; Popova M.; Nadutenko M.; Haiko S.; Chepkov R.","Stryzhak, Oleksandr (56566707800); Prykhodniuk, Vitalii (57226800714); Popova, Maryna (57217055684); Nadutenko, Maksym (57226798341); Haiko, Svitlana (57226791977); Chepkov, Roman (57222569734)","56566707800; 57226800714; 57217055684; 57226798341; 57226791977; 57222569734","Development of an Oceanographic Databank Based on Ontological Interactive Documents","2021","10.1007/978-3-030-80126-7_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130743676&doi=10.1007%2f978-3-030-80126-7_8&partnerID=40&md5=c059798e9f86cebeb87ba3f99b6142a3","National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Ukrainian Lingua-Information Fund of NAS of Ukraine, 3, Holosiivskyi Avenue, Kyiv, 03039, Ukraine; Institute of Telecommunications and Global Information Space of NAS of Ukraine, 13, Chokolivs’kyi Blvd., Kyiv, 03186, Ukraine; Scientific and Research Institute of Geodesy and Cartography, 69, Velyka Vasyl’kivs’ka Street, Kyiv, 03150, Ukraine","Stryzhak O., National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Prykhodniuk V., National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Popova M., National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Nadutenko M., Ukrainian Lingua-Information Fund of NAS of Ukraine, 3, Holosiivskyi Avenue, Kyiv, 03039, Ukraine; Haiko S., Institute of Telecommunications and Global Information Space of NAS of Ukraine, 13, Chokolivs’kyi Blvd., Kyiv, 03186, Ukraine; Chepkov R., Scientific and Research Institute of Geodesy and Cartography, 69, Velyka Vasyl’kivs’ka Street, Kyiv, 03150, Ukraine","","978-303080125-0","",""
"Gavrilenko O.; Oliinyk Y.; Khanko H.","Gavrilenko, Olena (57208343999); Oliinyk, Yurii (57208343213); Khanko, Hanna (57208340968)","57208343999; 57208343213; 57208340968","Analysis of Propaganda Elements Detecting Algorithms in Text Data","2020","10.1007/978-3-030-16621-2_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064553130&doi=10.1007%2f978-3-030-16621-2_41&partnerID=40&md5=c651e091c82e2d696242017544eea613","Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine","Gavrilenko O., Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine; Oliinyk Y., Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine; Khanko H., Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, 03056, Ukraine","21945357","978-303016620-5","",""
"Starko V.","Starko, Vasyl (57216896065)","57216896065","Semantic annotation for Ukrainian: Categorization scheme, principles, and tools","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085179811&partnerID=40&md5=81c36ec50de0e78e68bf9518300dc650","Ukrainian Catholic University, 2a Kozelnytska Street, Lviv, 79026, Ukraine","Starko V., Ukrainian Catholic University, 2a Kozelnytska Street, Lviv, 79026, Ukraine","16130073","","",""
"Petrasova S.; Khairova N.","Petrasova, Svitlana (57189378467); Khairova, Nina (37461441200)","57189378467; 37461441200","Information technology for extraction of coherent text fragments from scientometric databases","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104857332&partnerID=40&md5=55aa79267847681c843fedd0f7c3ea97","National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine","Petrasova S., National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine; Khairova N., National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine","16130073","","",""
"Dyriv A.; Andrunyk V.; Burov Y.; Karpov I.; Chyrun L.","Dyriv, Andrii (57456777800); Andrunyk, Vasyl (57202441589); Burov, Yevhen (57191242481); Karpov, Ihor (57216897053); Chyrun, Lyubomyr (55225672300)","57456777800; 57202441589; 57191242481; 57216897053; 55225672300","The User's Psychological State Identification Based on Big Data Analysis for Person's Electronic Diary","2021","10.1109/CSIT52700.2021.9648810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124800227&doi=10.1109%2fCSIT52700.2021.9648810&partnerID=40&md5=f38890f76b179c2279aec31fe1fc346a","Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Ivan Franko National University of Lviv, Software Department, Lviv, Ukraine","Dyriv A., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Andrunyk V., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Burov Y., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Karpov I., Lviv Polytechnic National University, Information Systems and Networks Department, Lviv, Ukraine; Chyrun L., Ivan Franko National University of Lviv, Software Department, Lviv, Ukraine","27663655","978-166544257-2","",""
"Flys O.","Flys, Olena (57212535641)","57212535641","Cognitive Modeling of Lingual Cultural Type ""Woman"": (Graph analysis)","2019","10.1109/STC-CSIT.2018.8929854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129990451&doi=10.1109%2fSTC-CSIT.2018.8929854&partnerID=40&md5=d99fa9b39cc1bac1b0870e9373f1991f","Applied Linguistics Department, Lviv Polytechnic National University, Lviv, Ukraine","Flys O., Applied Linguistics Department, Lviv Polytechnic National University, Lviv, Ukraine","27663655","","",""
"Pavlenko O.; Tymofieieva I.","Pavlenko, Olena (57216902076); Tymofieieva, Iryna (57216894086)","57216902076; 57216894086","Search query data analysis: Challenges and opportunities","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085219958&partnerID=40&md5=0762b0808bfb44ddd6fa7a9e3bf7676e","Faculty of Foreign Languages, Mariupol State University, Mariupol, Ukraine","Pavlenko O., Faculty of Foreign Languages, Mariupol State University, Mariupol, Ukraine; Tymofieieva I., Faculty of Foreign Languages, Mariupol State University, Mariupol, Ukraine","16130073","","",""
"Shtepa V.; Zaiets N.; Lutska N.; Elperin I.","Shtepa, Vladimir (57218684115); Zaiets, Nataliia (57909086200); Lutska, Nataliia (6603392462); Elperin, Igor (6603189136)","57218684115; 57909086200; 6603392462; 6603189136","Improvement of the operation processes of electrotechnology wastewater treatment systems under the energy efficiency criterion","2020","10.24263/2304-974X-2020-9-3-15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147489923&doi=10.24263%2f2304-974X-2020-9-3-15&partnerID=40&md5=b4849cb0383bf3702e1fee1edb8dcb7a","Polessky State University, Pinsk, Belarus; National University of Live and Environment Sciences of Ukraine, Kyiv, Ukraine; National University of Food Technologies, Kyiv, Ukraine","Shtepa V., Polessky State University, Pinsk, Belarus; Zaiets N., National University of Live and Environment Sciences of Ukraine, Kyiv, Ukraine; Lutska N., National University of Food Technologies, Kyiv, Ukraine; Elperin I., National University of Food Technologies, Kyiv, Ukraine","2304974X","","","All Open Access; Gold Open Access"
"Shatalov O.; Ryabova N.","Shatalov, Oleksii (57217115734); Ryabova, Nataliya (57224189646)","57217115734; 57224189646","The Lexical Innovations Identification in English-Language Eurointegration Discourse for the Goods Analysis by Comments in E-Commerce Resources","2021","10.1109/CSIT52700.2021.9648594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124305044&doi=10.1109%2fCSIT52700.2021.9648594&partnerID=40&md5=dfa7f2b7a2c5333de26314c421ce509e","Artificial Intelligence Department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Shatalov O., Artificial Intelligence Department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Ryabova N., Artificial Intelligence Department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","27663655","978-166544257-2","",""
"Shestak Y.; Tolupa S.; Torchylo A.; Onyigwang O.J.","Shestak, Yanina (57191856083); Tolupa, Sergii (24723321600); Torchylo, Anna (57716887100); Onyigwang, Ogbu James (57191861121)","57191856083; 24723321600; 57716887100; 57191861121","Analysis of Methods for Data Structuring in Data Centers","2021","10.1109/PICST54195.2021.9772154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130922557&doi=10.1109%2fPICST54195.2021.9772154&partnerID=40&md5=169302d844c49fce67961ee74c81991c","Taras Shevchenko National University of Kyiv, Faculty of Information Technology, Kyiv, Ukraine","Shestak Y., Taras Shevchenko National University of Kyiv, Faculty of Information Technology, Kyiv, Ukraine; Tolupa S., Taras Shevchenko National University of Kyiv, Faculty of Information Technology, Kyiv, Ukraine; Torchylo A., Taras Shevchenko National University of Kyiv, Faculty of Information Technology, Kyiv, Ukraine; Onyigwang O.J., Taras Shevchenko National University of Kyiv, Faculty of Information Technology, Kyiv, Ukraine","","978-166540682-6","",""
"Sydorenko V.; Kravchenko S.; Rychok Y.; Zeman K.","Sydorenko, Valeriy (57192554991); Kravchenko, Svitlana (57225444874); Rychok, Yurii (57216490044); Zeman, Karel (56895771600)","57192554991; 57225444874; 57216490044; 56895771600","Method of Classification of Tonal Estimations Time Series in Problems of Intellectual Analysis of Text Content","2020","10.1016/j.trpro.2020.02.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083665118&doi=10.1016%2fj.trpro.2020.02.015&partnerID=40&md5=90206838a3d8f7e72e1feb41325faa27","Department of Computer and Information Systems, Kremenchuk Mykhailo Ostrogradskyi National University, Kremenchuk, Ukraine; Institute of Technology and Business in Ceske Budejovice, Department of Informatics and Natural Sciences, Okružní 517/10, České Budějovice, 370 01, Czech Republic","Sydorenko V., Department of Computer and Information Systems, Kremenchuk Mykhailo Ostrogradskyi National University, Kremenchuk, Ukraine; Kravchenko S., Department of Computer and Information Systems, Kremenchuk Mykhailo Ostrogradskyi National University, Kremenchuk, Ukraine; Rychok Y., Department of Computer and Information Systems, Kremenchuk Mykhailo Ostrogradskyi National University, Kremenchuk, Ukraine; Zeman K., Institute of Technology and Business in Ceske Budejovice, Department of Informatics and Natural Sciences, Okružní 517/10, České Budějovice, 370 01, Czech Republic","23521457","","","All Open Access; Gold Open Access"
"Shyrokov V.","Shyrokov, Volodymyr (57224195878)","57224195878","""Accuracy"" vs ""Unambiguity"" in linguistics","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107212545&partnerID=40&md5=2445764256333b2fae89d90d9e71f642","Ukrainian lingua-information fund NAS of Ukraine, holosiivskyi av. 3, Kyiv, 03039, Ukraine","Shyrokov V., Ukrainian lingua-information fund NAS of Ukraine, holosiivskyi av. 3, Kyiv, 03039, Ukraine","16130073","","",""
"Stryzhak O.; Prykhodniuk V.; Popova M.; Nadutenko M.; Haiko S.; Chepkov R.","Stryzhak, Oleksandr (56566707800); Prykhodniuk, Vitalii (57226800714); Popova, Maryna (57217055684); Nadutenko, Maksym (57226798341); Haiko, Svitlana (57226791977); Chepkov, Roman (57222569734)","56566707800; 57226800714; 57217055684; 57226798341; 57226791977; 57222569734","Development of an Oceanographic Databank Based on Ontological Interactive Documents","2021","10.1007/978-3-030-80126-7_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112734626&doi=10.1007%2f978-3-030-80126-7_8&partnerID=40&md5=2be54824f2346ffe4590635267cef015","National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Ukrainian Lingua-Information Fund of NAS of Ukraine, 3, Holosiivskyi Avenue, Kyiv, 03039, Ukraine; Institute of Telecommunications and Global Information Space of NAS of Ukraine, 13, Chokolivs’kyi Blvd., Kyiv, 03186, Ukraine; Scientific and Research Institute of Geodesy and Cartography, 69, Velyka Vasyl’kivs’ka Street, Kyiv, 03150, Ukraine","Stryzhak O., National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Prykhodniuk V., National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Popova M., National Center “Junior Academy of Sciences of Ukraine”, 38-44, Dehtyarivska Street, Kyiv, 04119, Ukraine; Nadutenko M., Ukrainian Lingua-Information Fund of NAS of Ukraine, 3, Holosiivskyi Avenue, Kyiv, 03039, Ukraine; Haiko S., Institute of Telecommunications and Global Information Space of NAS of Ukraine, 13, Chokolivs’kyi Blvd., Kyiv, 03186, Ukraine; Chepkov R., Scientific and Research Institute of Geodesy and Cartography, 69, Velyka Vasyl’kivs’ka Street, Kyiv, 03150, Ukraine","23673370","978-303080125-0","",""
"Herasymova A.; Chumachenko D.; Padalko H.","Herasymova, Arina (57218345593); Chumachenko, Dmytro (58194260300); Padalko, Halyna (57218347380)","57218345593; 58194260300; 57218347380","Development of intelligent information technology of computer processing of pedagogical tests open tasks based on machine learning approach","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088881631&partnerID=40&md5=370f7a296c75ef6ba82717844b46779a","National Aerospace University, Kharkiv Aviation Institute, Kharkiv, Ukraine; Lutsk National Technical University, Lutsk, Ukraine","Herasymova A., National Aerospace University, Kharkiv Aviation Institute, Kharkiv, Ukraine; Chumachenko D., National Aerospace University, Kharkiv Aviation Institute, Kharkiv, Ukraine; Padalko H., Lutsk National Technical University, Lutsk, Ukraine","16130073","","",""
"Yarovyi A.; Kudriavtsev D.; Baraban S.; Ozeranskyi V.; Krylyk L.; Smolarz A.; Karnakova G.","Yarovyi, Andrii (6507296188); Kudriavtsev, Dmytro (57212031536); Baraban, Serhii (55975645000); Ozeranskyi, Volodymyr (57212032228); Krylyk, Liudmyla (57202229639); Smolarz, Andrzej (56249263000); Karnakova, Gayni (57195680482)","6507296188; 57212031536; 55975645000; 57212032228; 57202229639; 56249263000; 57195680482","Information technology in creating intelligent chatbots","2019","10.1117/12.2537415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075776935&doi=10.1117%2f12.2537415&partnerID=40&md5=a497d4f3ec2918f6a678a94cda6b1115","Vinnytsia National Technical University, 95 Khmelnytske Shose, Vinnytsia, 21021, Ukraine; Lublin University of Technology, Nadbystrzycka 38A, Lublin, 20-618, Poland; Taraz State University after M.Kh.Dulaty, Suleymenov street 7, Taraz, 080012, Kazakhstan","Yarovyi A., Vinnytsia National Technical University, 95 Khmelnytske Shose, Vinnytsia, 21021, Ukraine; Kudriavtsev D., Vinnytsia National Technical University, 95 Khmelnytske Shose, Vinnytsia, 21021, Ukraine; Baraban S., Vinnytsia National Technical University, 95 Khmelnytske Shose, Vinnytsia, 21021, Ukraine; Ozeranskyi V., Vinnytsia National Technical University, 95 Khmelnytske Shose, Vinnytsia, 21021, Ukraine; Krylyk L., Vinnytsia National Technical University, 95 Khmelnytske Shose, Vinnytsia, 21021, Ukraine; Smolarz A., Lublin University of Technology, Nadbystrzycka 38A, Lublin, 20-618, Poland; Karnakova G., Taraz State University after M.Kh.Dulaty, Suleymenov street 7, Taraz, 080012, Kazakhstan","0277786X","978-151063065-9","PSISD",""
"Pylieva H.; Chernodub A.; Grabar N.; Hamon T.","Pylieva, Hanna (57204907615); Chernodub, Artem (55274235100); Grabar, Natalia (6602326045); Hamon, Thierry (14833874000)","57204907615; 55274235100; 6602326045; 14833874000","Generalizability of readability models for medical terms","2019","10.3233/SHTI190442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071501302&doi=10.3233%2fSHTI190442&partnerID=40&md5=ceaa61401953e98437db5d32e6de0c90","Ukrainian Catholic University, Faculty of Applied Sciences, Kozelnytska st. 2a, Lviv, Ukraine; Grammarly; CNRS, Univ. Lille, UMR 8163 - STL - Savoirs Textes Langage, Lille, F-59000, France; LIMSI, CNRS, Université Paris-Saclay, Orsay, F-91405, France; Université Paris 13, Sorbonne Paris Cité, Villetaneuse, F-93430, France","Pylieva H., Ukrainian Catholic University, Faculty of Applied Sciences, Kozelnytska st. 2a, Lviv, Ukraine; Chernodub A., Grammarly; Grabar N., CNRS, Univ. Lille, UMR 8163 - STL - Savoirs Textes Langage, Lille, F-59000, France; Hamon T., LIMSI, CNRS, Université Paris-Saclay, Orsay, F-91405, France, Université Paris 13, Sorbonne Paris Cité, Villetaneuse, F-93430, France","09269630","978-164368002-6","",""
"Kryva U.; Dilai M.","Kryva, Uliana (57213686130); Dilai, Marianna (57191957246)","57213686130; 57191957246","Automatic Detection of Sentiment and Theme of English and Ukrainian Song Lyrics","2019","10.1109/STC-CSIT.2019.8929732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077962949&doi=10.1109%2fSTC-CSIT.2019.8929732&partnerID=40&md5=a79d944ec9bc3fcc86d480d2cd770906","Lviv Polytechnic National University, Applied Linguistics Department, Lviv, Ukraine","Kryva U., Lviv Polytechnic National University, Applied Linguistics Department, Lviv, Ukraine; Dilai M., Lviv Polytechnic National University, Applied Linguistics Department, Lviv, Ukraine","27663655","978-172810806-3","",""
"Telenyk S.; Pogorilyy S.; Kramov A.","Telenyk, Sergii (55976080600); Pogorilyy, Sergiy (26428941500); Kramov, Artem (57203261784)","55976080600; 26428941500; 57203261784","Evaluation of the coherence of polish texts using neural network models","2021","10.3390/app11073210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104076851&doi=10.3390%2fapp11073210&partnerID=40&md5=aff3d9d980fbf807d094a18ebe7e9ee6","Department of Theoretical Electrical Engineering and Computer Science, Cracow University of Technology, Warszawska 24, Cracow, 31-155, Poland; Computer Engineering Department, Taras Shevchenko National University of Kyiv, 60 Volodymyrska Street, Kyiv, 01033, Ukraine","Telenyk S., Department of Theoretical Electrical Engineering and Computer Science, Cracow University of Technology, Warszawska 24, Cracow, 31-155, Poland; Pogorilyy S., Computer Engineering Department, Taras Shevchenko National University of Kyiv, 60 Volodymyrska Street, Kyiv, 01033, Ukraine; Kramov A., Computer Engineering Department, Taras Shevchenko National University of Kyiv, 60 Volodymyrska Street, Kyiv, 01033, Ukraine","20763417","","","All Open Access; Gold Open Access"
"Khairova N.; Petrasova S.; Mamyrbayev O.; Mukhsina K.","Khairova, Nina (37461441200); Petrasova, Svitlana (57189378467); Mamyrbayev, Orken (55967630400); Mukhsina, Kuralay (57203892286)","37461441200; 57189378467; 55967630400; 57203892286","Open Information Extraction as Additional Source for Kazakh Ontology Generation","2020","10.1007/978-3-030-41964-6_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082295504&doi=10.1007%2f978-3-030-41964-6_8&partnerID=40&md5=5499fe50c49f2f2ade69c943e18d6495","National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova Street, Kharkiv, 61002, Ukraine; Institute of Information and Computational Technologies, 125, Pushkin Street, Almaty, 050010, Kazakhstan; Al-Farabi Kazakh National University, 71 Al-Farabi Avenue, Almaty, Kazakhstan","Khairova N., National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova Street, Kharkiv, 61002, Ukraine; Petrasova S., National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova Street, Kharkiv, 61002, Ukraine; Mamyrbayev O., Institute of Information and Computational Technologies, 125, Pushkin Street, Almaty, 050010, Kazakhstan; Mukhsina K., Al-Farabi Kazakh National University, 71 Al-Farabi Avenue, Almaty, Kazakhstan","03029743","978-303041963-9","",""
"Bilous O.; Mishchenko A.; Datska T.; Ivanenko N.; Kit L.; Piankovska I.; Vereshchak Y.","Bilous, O. (57211910792); Mishchenko, A. (57410938100); Datska, T. (57410199600); Ivanenko, N. (57409911800); Kit, L. (57410645400); Piankovska, I. (57410199700); Vereshchak, Y. (57410645500)","57211910792; 57410938100; 57410199600; 57409911800; 57410645400; 57410199700; 57410645500","Modern Linguistic Technologies: Strategy for Teaching Translation Studies","2021","10.21659/rupkatha.v13n4.65","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122742549&doi=10.21659%2frupkatha.v13n4.65&partnerID=40&md5=6acd54d3abc7c66c53df617073a1c4c3","Department of Translation, Applied and General Linguistics, School of Foreign Languages, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Department of the English Language and Methods of Teaching, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; German Language Instructor, Department of Translation, Applied and General Linguistics, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Department of the German Language and Methodology of Teaching, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; English Language Instructor, Department of Translation, Applied and General Linguistics, School of Foreign Languages, Language Center, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine","Bilous O., Department of Translation, Applied and General Linguistics, School of Foreign Languages, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Mishchenko A., Department of Translation, Applied and General Linguistics, School of Foreign Languages, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Datska T., Department of the English Language and Methods of Teaching, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Ivanenko N., Department of the English Language and Methods of Teaching, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Kit L., German Language Instructor, Department of Translation, Applied and General Linguistics, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Piankovska I., Department of the German Language and Methodology of Teaching, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine; Vereshchak Y., English Language Instructor, Department of Translation, Applied and General Linguistics, School of Foreign Languages, Language Center, Volodymyr Vynnychenko Central Ukrainian State Pedagogical University, Ukraine","09752935","","","All Open Access; Gold Open Access"
"Lutskiv A.; Popovych N.","Lutskiv, Andriy (57216491282); Popovych, Nataliya (57210605029)","57216491282; 57210605029","Big data-based approach to automated linguistic analysis effectiveness","2020","10.1109/DSMP47368.2020.9204057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093655248&doi=10.1109%2fDSMP47368.2020.9204057&partnerID=40&md5=b5b2e48a95ab93e48d8f899bc972491e","Ternopil Ivan Puluj National Technical University, Computer Systems and Networks Department, Ternopil, Ukraine; Big Data Engineering Department Dataengi, Vilnius, Lithuania; State University, Uzhhorod National University, Department of Multicultural Education and Translation, Uzhhorod, Ukraine; Translation Services and Italian, Customer Support Workconsult GmbH, Leipzig, Germany","Lutskiv A., Ternopil Ivan Puluj National Technical University, Computer Systems and Networks Department, Ternopil, Ukraine, Big Data Engineering Department Dataengi, Vilnius, Lithuania; Popovych N., State University, Uzhhorod National University, Department of Multicultural Education and Translation, Uzhhorod, Ukraine, Translation Services and Italian, Customer Support Workconsult GmbH, Leipzig, Germany","","978-172813214-3","",""
"Bisikalo O.; Bogach I.; Sholota V.","Bisikalo, Oleg (57105837600); Bogach, Ilona (57190127108); Sholota, Vladyslava (6505609129)","57105837600; 57190127108; 6505609129","The Method of Modelling the Mechanism of Random Access Memory of System for Natural Language Processing","2020","10.1109/TCSET49122.2020.235477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086305518&doi=10.1109%2fTCSET49122.2020.235477&partnerID=40&md5=e6bc25ce9848b4f93b7fb9e7d7a35138","Vinnytsia National Technical University, Faculty for Computer Systems and Automation, Vinnytsia, Ukraine","Bisikalo O., Vinnytsia National Technical University, Faculty for Computer Systems and Automation, Vinnytsia, Ukraine; Bogach I., Vinnytsia National Technical University, Faculty for Computer Systems and Automation, Vinnytsia, Ukraine; Sholota V., Vinnytsia National Technical University, Faculty for Computer Systems and Automation, Vinnytsia, Ukraine","","978-172815566-1","",""
"Lutskiv A.; Lutsyshyn R.","Lutskiv, Andriy (57216491282); Lutsyshyn, Roman (57224192700)","57216491282; 57224192700","Corpus-based translation automation of adaptable corpus translation module","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107210411&partnerID=40&md5=ea5bda8162b17f4110d542031388d400","Ternopil Ivan Puluj National Technical University, Ruska 56, Ternopil, 46001, Ukraine","Lutskiv A., Ternopil Ivan Puluj National Technical University, Ruska 56, Ternopil, 46001, Ukraine; Lutsyshyn R., Ternopil Ivan Puluj National Technical University, Ruska 56, Ternopil, 46001, Ukraine","16130073","","",""
"Basystiuk O.; Shakhovska N.; Bilynska V.; Syvokon O.; Shamuratov O.; Kuchkovskiy V.","Basystiuk, Oleh (57204559109); Shakhovska, Natalya (42962320400); Bilynska, Violetta (57222495650); Syvokon, Oleksij (58349158400); Shamuratov, Oleksii (57191955205); Kuchkovskiy, Volodymyr (57189381388)","57204559109; 42962320400; 57222495650; 58349158400; 57191955205; 57189381388","The developing of the system for automatic audio to text conversion","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102854090&partnerID=40&md5=5efa6abb024d792d619c6ea58a4d4e60","Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine","Basystiuk O., Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine; Shakhovska N., Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine; Bilynska V., Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine; Syvokon O., Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine; Shamuratov O., Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine; Kuchkovskiy V., Lviv Polytechnic National University, 12 Bandera str., Lviv, 79013, Ukraine","16130073","","",""
