"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Rumynska T.M.; Hural A.R.; Konechnyi Y.T.; Vynnytska R.B.; Lozynskyi A.V.; Salyha Y.T.; Korniychuk O.P.; Lesyk R.B.","Rumynska, T.M. (57352758300); Hural, A.R. (56677781000); Konechnyi, Y.T. (57222226566); Vynnytska, R.B. (55701328900); Lozynskyi, A.V. (56465146600); Salyha, Y.T. (12808498600); Korniychuk, O.P. (6503975175); Lesyk, R.B. (8746060700)","57352758300; 56677781000; 57222226566; 55701328900; 56465146600; 12808498600; 6503975175; 8746060700","Microbial biofilms and some aspects of anti-inflammatory drug u","2021","10.7124/bc.000A57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119915422&doi=10.7124%2fbc.000A57&partnerID=40&md5=1559d63e8b59d2db5c9fe29c4275b82c","Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine; Ivano-Frankivsk National Medical Universitу, 2, Halytska Str, Ivano-Frankivsk, 76018, Ukraine; Institute of Animal Biology, NAAS of Ukraine, 38, Stusa Str., Lviv, 79034, Ukraine; University of Information Technology and Management in Rzeszow, 2, Sucharskiego Str., Rzeszow, 35-225, Poland","Rumynska T.M., Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine; Hural A.R., Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine; Konechnyi Y.T., Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine; Vynnytska R.B., Ivano-Frankivsk National Medical Universitу, 2, Halytska Str, Ivano-Frankivsk, 76018, Ukraine; Lozynskyi A.V., Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine; Salyha Y.T., Institute of Animal Biology, NAAS of Ukraine, 38, Stusa Str., Lviv, 79034, Ukraine; Korniychuk O.P., Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine; Lesyk R.B., Danylo Halytsky Lviv National Medical University, 69, Pekarska Str., Lviv, 79010, Ukraine, University of Information Technology and Management in Rzeszow, 2, Sucharskiego Str., Rzeszow, 35-225, Poland","02337657","","","All Open Access; Gold Open Access"
"Kolchina A.; Potiyenko S.; Weigert T.","Kolchina, Alexander (56371355000); Potiyenko, Stepan (36190073400); Weigert, Thomas (6602077883)","56371355000; 36190073400; 6602077883","Efficient increasing of the mutation score during model-based test suite generation","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106739568&partnerID=40&md5=8ea5802406e6e251b2996f51d55c3855","V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Akademician Glushkov Avenue, 40, Kyiv, 03187, Ukraine; Uniquesoft LLC, Palatine, IL, United States","Kolchina A., V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Akademician Glushkov Avenue, 40, Kyiv, 03187, Ukraine; Potiyenko S., V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Akademician Glushkov Avenue, 40, Kyiv, 03187, Ukraine, Uniquesoft LLC, Palatine, IL, United States; Weigert T., V.M. Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine, Akademician Glushkov Avenue, 40, Kyiv, 03187, Ukraine","16130073","","",""
"Marchenko S.; Jagiello W.; Iermakov S.; Ivashchenko O.; Khudolii O.","Marchenko, Svitlana (57214076864); Jagiello, Wladyslaw (36696218000); Iermakov, Sergii (57131412000); Ivashchenko, Olha (57218114932); Khudolii, Oleg (56576437500)","57214076864; 36696218000; 57131412000; 57218114932; 56576437500","Pattern recognition: Modes of teaching boys aged 10 mae-geri (front kick) technique in kyokushin karate","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120326132&partnerID=40&md5=e347dae89face0326feaeb2f54400ac8","Department of Theory and Methodology of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Kharkiv, Ukraine; Gdansk University of Physical Education and Sport, Gdansk, Poland","Marchenko S., Department of Theory and Methodology of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Kharkiv, Ukraine; Jagiello W., Gdansk University of Physical Education and Sport, Gdansk, Poland; Iermakov S., Gdansk University of Physical Education and Sport, Gdansk, Poland; Ivashchenko O., Department of Theory and Methodology of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Kharkiv, Ukraine; Khudolii O., Department of Theory and Methodology of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Kharkiv, Ukraine","16438698","","",""
"Matviichuk O.; Nosovets O.; Linnik M.; Davydko O.; Pavlov V.; Nastenko I.","Matviichuk, Oleksandr (57286682900); Nosovets, Olena (54398937000); Linnik, Mykola (57446040900); Davydko, Oleksandr (57212528006); Pavlov, Vladimir (57197879839); Nastenko, Ievgen (6701430548)","57286682900; 54398937000; 57446040900; 57212528006; 57197879839; 6701430548","Class-oriented features selection technology in medical images classification problem on the example of distinguishing between tuberculosis sensitive and resistant forms","2021","10.1109/CSIT52700.2021.9648747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124257453&doi=10.1109%2fCSIT52700.2021.9648747&partnerID=40&md5=053a2f4fedbe4f97615acc568d49064a","Department of Biomedical Cybernetics, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Department of Epidemiology, Organizational Problems of Phthisiology, F.G. Yanovsky National Institute of Phthisiology and Pulmonology of the NAMS of Ukraine, Kyiv, Ukraine","Matviichuk O., Department of Biomedical Cybernetics, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Nosovets O., Department of Biomedical Cybernetics, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Linnik M., Department of Epidemiology, Organizational Problems of Phthisiology, F.G. Yanovsky National Institute of Phthisiology and Pulmonology of the NAMS of Ukraine, Kyiv, Ukraine; Davydko O., Department of Biomedical Cybernetics, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Pavlov V., Department of Biomedical Cybernetics, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Nastenko I., Department of Biomedical Cybernetics, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","27663655","978-166544257-2","",""
"Vasylyshyn V.; Pavlikov V.","Vasylyshyn, Volodymyr (8383205800); Pavlikov, Vladimir (23397933100)","8383205800; 23397933100","Removing the Outliers from DOA Estimation using Root Classification","2021","10.1109/PICST54195.2021.9772231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130898121&doi=10.1109%2fPICST54195.2021.9772231&partnerID=40&md5=8fb68e5e569016bc8af1314137988b2c","Kharkiv National Air Force University, Faculty of Automated Control Systems And Ground Support of Aviation Flights, Kharkiv, Ukraine; National Aerospace University, Kharkiv Aviation Institute, Aerospace Radio-Electronic Systems Department, Kharkiv, Ukraine","Vasylyshyn V., Kharkiv National Air Force University, Faculty of Automated Control Systems And Ground Support of Aviation Flights, Kharkiv, Ukraine; Pavlikov V., National Aerospace University, Kharkiv Aviation Institute, Aerospace Radio-Electronic Systems Department, Kharkiv, Ukraine","","978-166540682-6","",""
"Bodnia Y.; Kozulia M.","Bodnia, Yevhen (57224192472); Kozulia, Mariia (57164032300)","57224192472; 57164032300","Web application system of handwritten text recognition","2021","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107237911&partnerID=40&md5=7740e9df51617ed431ed935fcf209a9f","National Technical University 'Kharkiv Polytechnic Institute', Kirpichova str., 2, Kharkiv, Ukraine","Bodnia Y., National Technical University 'Kharkiv Polytechnic Institute', Kirpichova str., 2, Kharkiv, Ukraine; Kozulia M., National Technical University 'Kharkiv Polytechnic Institute', Kirpichova str., 2, Kharkiv, Ukraine","16130073","","",""
"Hahanov V.; Litvinova E.; Hacimahmud A.V.; Chumachenko S.; Khakhanova H.; Hahanov I.","Hahanov, Vladimir (7801667873); Litvinova, Eugenia (25650378900); Hacimahmud, Abdullayev Vugar (57190337076); Chumachenko, Svetlana (57188710840); Khakhanova, Hanna (8326375900); Hahanov, Ivan (56535298900)","7801667873; 25650378900; 57190337076; 57188710840; 8326375900; 56535298900","Cyber Social FML - Computing III. Architectures","2021","10.1109/EWDTS52692.2021.9581033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118979217&doi=10.1109%2fEWDTS52692.2021.9581033&partnerID=40&md5=997057903d7e2324ad180a4063f67fcd","Kharkov National University of Radioelectronics, Design Automation Department, Kharkov, Ukraine; Azerbaijan State Oil and Industry University, Computer Engineering Department, Baku, Azerbaijan","Hahanov V., Kharkov National University of Radioelectronics, Design Automation Department, Kharkov, Ukraine; Litvinova E., Kharkov National University of Radioelectronics, Design Automation Department, Kharkov, Ukraine; Hacimahmud A.V., Azerbaijan State Oil and Industry University, Computer Engineering Department, Baku, Azerbaijan; Chumachenko S., Kharkov National University of Radioelectronics, Design Automation Department, Kharkov, Ukraine; Khakhanova H., Kharkov National University of Radioelectronics, Design Automation Department, Kharkov, Ukraine; Hahanov I., Kharkov National University of Radioelectronics, Design Automation Department, Kharkov, Ukraine","","978-166544503-0","",""
"Freitas I.; Ursenbacher S.; Mebert K.; Zinenko O.; Schweiger S.; Wüster W.; Brito J.C.; Crnobrnja-Isailovíc J.; Halpern B.; Fahd S.; Santos X.; Pleguezuelos J.M.; Joger U.; Orlov N.; Mizsei E.; Lourdais O.; Zuffi M.A.L.; Strugariu A.; Zamfirescu S.R.; Martínez-Solano Í.; Velo-Antón G.; Kaliontzopoulou A.; Martínez-Freiriá F.","Freitas, Inês (57201615574); Ursenbacher, Sylvain (11140726200); Mebert, Konrad (7801503481); Zinenko, Oleksandr (36017989300); Schweiger, Silke (23493567300); Wüster, Wolfgang (7003445493); Brito, José C. (7101605668); Crnobrnja-Isailovíc, Jelka (6603277321); Halpern, Bálint (55320632700); Fahd, Soumia (6507696424); Santos, Xavier (6603242319); Pleguezuelos, Juan M. (6602135362); Joger, Ulrich (6603110757); Orlov, Nikolay (7005220024); Mizsei, Edvárd (55654204500); Lourdais, Olivier (6604086638); Zuffi, Marco A.L. (6701851552); Strugariu, Alexandru (26425263700); Zamfirescu, Stefan Remus (26636782100); Martínez-Solano, Íñigo (6603181630); Velo-Antón, Guillermo (22986919600); Kaliontzopoulou, Antigoni (16024664300); Martínez-Freiriá, Fernando (14035762500)","57201615574; 11140726200; 7801503481; 36017989300; 23493567300; 7003445493; 7101605668; 6603277321; 55320632700; 6507696424; 6603242319; 6602135362; 6603110757; 7005220024; 55654204500; 6604086638; 6701851552; 26425263700; 26636782100; 6603181630; 22986919600; 16024664300; 14035762500","Evaluating taxonomic inflation: Towards evidence-based species delimitation in Eurasian vipers (Serpentes: Viperinae)","2020","10.1163/15685381-bja10007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085036041&doi=10.1163%2f15685381-bja10007&partnerID=40&md5=8863076746c48101d379ce83e0df7572","CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal; Department of Environmental Science, Section of Conservation Biology, University of Basel, Basel, Switzerland; Info Fauna-karch, Centre de Coordination Pour la Protection des Amphibiens et des Reptiles de Suisse, Neuchâtel, Switzerland; Global Biology, Waldmattstr, Birr, Switzerland; Idecc, Institute of Development, Ecology, Conservation and Cooperation, Rome, Italy; Museum of Nature, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; Herpetological Collection, Natural History Museum Vienna, Burgring 7, Vienna, 1010, Austria; Molecular Ecology and Fisheries Genetics Laboratory, School of Natural Sciences, Bangor University, Bangor ,Wales, LL57 2UW, United Kingdom; Faculty of Sciences and Mathematics, University of Niš, Niš, Serbia; Institute for Biological Research s. Stanković, University of Belgrade, Belgrade, Serbia; Mme BirdLife Hungary, Budapest, Hungary; Faculté des Sciences de Tétouan, Université Abdelmalek Essaâdi, Tétouan, Morocco; Departamento de Zoologiá, Facultad de Ciencias, Universidad de Granada, Granada, Spain; State Natural History Museum, Braunschweig, Germany; Zoological Institute, Russian Academy of Sciences, St. Petersburg, Russian Federation; Department of Tisza River Research, Centre for Ecological Research, Hungarian Academy of Sciences, Debrecen, Hungary; Department of Ecology, University of Debrecen, Debrecen, Hungary; Centre d'Etudes Biologiques de Chizé, Cnrs, Umr 7372, Villiers en Bois, France; University of Pisa-Museum Natural History, Calci (Pisa), Italy; Research Department-Faculty of Biology, alexandru Ioan Cuza, University of Iaşi, Iaşi, Romania; Department of Biology, Faculty of Biology, alexandru Ioan Cuza, University of Iaşi, Iaşi, Romania; Museo Nacional de Ciencias Naturales-Csic, Madrid, Spain","Freitas I., CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal; Ursenbacher S., Department of Environmental Science, Section of Conservation Biology, University of Basel, Basel, Switzerland, Info Fauna-karch, Centre de Coordination Pour la Protection des Amphibiens et des Reptiles de Suisse, Neuchâtel, Switzerland; Mebert K., Global Biology, Waldmattstr, Birr, Switzerland, Idecc, Institute of Development, Ecology, Conservation and Cooperation, Rome, Italy; Zinenko O., Museum of Nature, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; Schweiger S., Herpetological Collection, Natural History Museum Vienna, Burgring 7, Vienna, 1010, Austria; Wüster W., Molecular Ecology and Fisheries Genetics Laboratory, School of Natural Sciences, Bangor University, Bangor ,Wales, LL57 2UW, United Kingdom; Brito J.C., CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal; Crnobrnja-Isailovíc J., Faculty of Sciences and Mathematics, University of Niš, Niš, Serbia, Institute for Biological Research s. Stanković, University of Belgrade, Belgrade, Serbia; Halpern B., Mme BirdLife Hungary, Budapest, Hungary; Fahd S., Faculté des Sciences de Tétouan, Université Abdelmalek Essaâdi, Tétouan, Morocco; Santos X., CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal; Pleguezuelos J.M., Departamento de Zoologiá, Facultad de Ciencias, Universidad de Granada, Granada, Spain; Joger U., State Natural History Museum, Braunschweig, Germany; Orlov N., Zoological Institute, Russian Academy of Sciences, St. Petersburg, Russian Federation; Mizsei E., Department of Tisza River Research, Centre for Ecological Research, Hungarian Academy of Sciences, Debrecen, Hungary, Department of Ecology, University of Debrecen, Debrecen, Hungary; Lourdais O., Centre d'Etudes Biologiques de Chizé, Cnrs, Umr 7372, Villiers en Bois, France; Zuffi M.A.L., University of Pisa-Museum Natural History, Calci (Pisa), Italy; Strugariu A., Research Department-Faculty of Biology, alexandru Ioan Cuza, University of Iaşi, Iaşi, Romania; Zamfirescu S.R., Department of Biology, Faculty of Biology, alexandru Ioan Cuza, University of Iaşi, Iaşi, Romania; Martínez-Solano Í., Museo Nacional de Ciencias Naturales-Csic, Madrid, Spain; Velo-Antón G., CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal; Kaliontzopoulou A., CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal; Martínez-Freiriá F., CIBIO/InBIO-Research Center in Biodiversity and Genetic Resources, University of Porto, Vairaõ, Portugal","01735373","","","All Open Access; Green Open Access; Hybrid Gold Open Access"
"Fedorov E.; Utkina T.; Rudakov K.; Lukashenko A.; Zubko I.; Greguš M.","Fedorov, Eugene (47161155900); Utkina, Tetyana (56026726900); Rudakov, Kostiantyn (57205357951); Lukashenko, Andriy (57208852794); Zubko, Ihor (57216955849); Greguš, Michal (6602734679)","47161155900; 56026726900; 57205357951; 57208852794; 57216955849; 6602734679","Processing methods and ECG signal recognition model","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097575877&partnerID=40&md5=c8da9e0438df5b18ad53c5604947735e","Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine; E. O. Paton Electric Welding Institute, Bozhenko str., 11, Kyiv, 03680, Ukraine; Comenius University in Bratislava, Bratislava, Slovakia","Fedorov E., Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine; Utkina T., Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine; Rudakov K., Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine; Lukashenko A., E. O. Paton Electric Welding Institute, Bozhenko str., 11, Kyiv, 03680, Ukraine; Zubko I., Cherkasy State Technological University, Shevchenko blvd., 460, Cherkasy, 18006, Ukraine; Greguš M., Comenius University in Bratislava, Bratislava, Slovakia","16130073","","",""
"Fedorchenko I.; Oliinyk A.; Goncharenko D.; Stepanenko A.; Fedoronchak T.; Kharchenko A.; Langendorder P.","Fedorchenko, Ievgen (57207759425); Oliinyk, Andrii (55120940800); Goncharenko, Dmytro (57207762109); Stepanenko, Alexander (57200940453); Fedoronchak, Tetiana (24479741800); Kharchenko, Anastasia (57211625706); Langendorder, Peter (57715333400)","57207759425; 55120940800; 57207762109; 57200940453; 24479741800; 57211625706; 57715333400","Development of a Genetic Method for the Recognition of Medical Packaging","2021","10.1109/PICST54195.2021.9772213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130867409&doi=10.1109%2fPICST54195.2021.9772213&partnerID=40&md5=4480faf85c0e1f23f5305d968f14be33","National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; IHP-Leibniz-Institut Für Innovative Mikroelektronik, Frankfurt (Oder), Germany","Fedorchenko I., National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; Oliinyk A., National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; Goncharenko D., National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; Stepanenko A., National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; Fedoronchak T., National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; Kharchenko A., National University 'Zaporizhzhia Polytechnic', Department of Software Tools, Zaporizhzhia, Ukraine; Langendorder P., IHP-Leibniz-Institut Für Innovative Mikroelektronik, Frankfurt (Oder), Germany","","978-166540682-6","",""
"Sulema Y.; Kerre E.E.; Shkurat O.","Sulema, Yevgeniya (36601536300); Kerre, Etienne E. (35509593100); Shkurat, Oksana (57190427379)","36601536300; 35509593100; 57190427379","Vector image retrieval methods based on fuzzy patterns","2020","10.5815/ijmecs.2020.03.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086029861&doi=10.5815%2fijmecs.2020.03.02&partnerID=40&md5=298563a260e2da07d58515f3fd6eaa5f","Department of Computer Systems Software, Igor Sikorsky Kyiv Polytechnic Institute, Ukraine; Department of Applied Mathematics and Computer Science, Ghent University, Belgium","Sulema Y., Department of Computer Systems Software, Igor Sikorsky Kyiv Polytechnic Institute, Ukraine; Kerre E.E., Department of Applied Mathematics and Computer Science, Ghent University, Belgium; Shkurat O., Department of Computer Systems Software, Igor Sikorsky Kyiv Polytechnic Institute, Ukraine","20750161","","","All Open Access; Bronze Open Access"
"Babii M.; Dikhtiarov A.","Babii, Mykhailo (57218108571); Dikhtiarov, Andrii (57218106801)","57218108571; 57218106801","Identification of a Person by Gait on the Basis of Wavelet Technology","2020","10.1109/DESSERT50317.2020.9125043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087909103&doi=10.1109%2fDESSERT50317.2020.9125043&partnerID=40&md5=5d97f4aaf89e5964f45869d2445034f8","Sumy State University, Department of Computer Science, Sumy, Ukraine","Babii M., Sumy State University, Department of Computer Science, Sumy, Ukraine; Dikhtiarov A., Sumy State University, Department of Computer Science, Sumy, Ukraine","","978-172819957-3","",""
"Seidametova Z.","Seidametova, Zarema (57189935002)","57189935002","Combining programming and mathematics through computer simulation problems","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096101589&partnerID=40&md5=e771cfbc21faab03bfa1d6f2acbc860a","Crimean Engineering and Pedagogical University Named After Fevzi Yakubov, 8 Uchbovyi Ln., Simferopol, Crimea, Ukraine","Seidametova Z., Crimean Engineering and Pedagogical University Named After Fevzi Yakubov, 8 Uchbovyi Ln., Simferopol, Crimea, Ukraine","16130073","","",""
"Slyusarenko V.S.; Koklin I.S.; Kovalenko S.M.; Chuev V.P.; Shabalin A.A.; Gureev V.V.; Korokin M.V.","Slyusarenko, Vitaliy S. (57226414173); Koklin, Ivan S. (57215689623); Kovalenko, Sergiy M. (7101988068); Chuev, Vladimir P. (6603930377); Shabalin, Alexey A. (57223026713); Gureev, Vladimir V. (26653541000); Korokin, Mikhail V. (35345242300)","57226414173; 57215689623; 7101988068; 6603930377; 57223026713; 26653541000; 35345242300","Study of analgesic activity and effects of new dipharmacophores - nebracetam and cyclooxygenase-2 inhibitors derivatives on the cognitive abilities of rats","2021","10.3897/rrpharmacology.7.78463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122573313&doi=10.3897%2frrpharmacology.7.78463&partnerID=40&md5=200d0541b16d7e0017204418524c8d7a","Belgorod State National Research University, 85 Pobedy St., Belgorod, 308015, Russian Federation; Kursk State Medical University, 3 K. Marx St., Kursk, 305041, Russian Federation; V.N. Karazin Kharkiv National University, 4 Svobody sq., Kharkiv, 61077, Ukraine","Slyusarenko V.S., Belgorod State National Research University, 85 Pobedy St., Belgorod, 308015, Russian Federation; Koklin I.S., Kursk State Medical University, 3 K. Marx St., Kursk, 305041, Russian Federation; Kovalenko S.M., Belgorod State National Research University, 85 Pobedy St., Belgorod, 308015, Russian Federation, V.N. Karazin Kharkiv National University, 4 Svobody sq., Kharkiv, 61077, Ukraine; Chuev V.P., Belgorod State National Research University, 85 Pobedy St., Belgorod, 308015, Russian Federation; Shabalin A.A., Kursk State Medical University, 3 K. Marx St., Kursk, 305041, Russian Federation; Gureev V.V., Belgorod State National Research University, 85 Pobedy St., Belgorod, 308015, Russian Federation; Korokin M.V., Belgorod State National Research University, 85 Pobedy St., Belgorod, 308015, Russian Federation","2658381X","","","All Open Access; Gold Open Access; Green Open Access"
"Stoyan Y.; Pankratov A.; Romanova T.; Fasano G.; Pintér J.D.; Stoian Y.E.; Chugay A.","Stoyan, Yuriy (6603919004); Pankratov, Alexandr (7006145081); Romanova, Tatiana (8912359000); Fasano, Giorgio (56269111000); Pintér, János D. (7006355392); Stoian, Yurij E. (57203139727); Chugay, Andrey (24597161900)","6603919004; 7006145081; 8912359000; 56269111000; 7006355392; 57203139727; 24597161900","Optimized Packings in Space Engineering Applications: Part I","2019","10.1007/978-3-030-10501-3_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065817642&doi=10.1007%2f978-3-030-10501-3_15&partnerID=40&md5=c35e0faf34b8f8af2a182400f49d8d77","Department of Mathematical Modeling and Optimal Design, Institute for Mechanical Engineering Problems of the National Academy of Sciences of Ukraine, Kharkov, Ukraine; Thales Alenia Space, Turin, Italy; Department of Industrial and Systems Engineering, Lehigh University, Bethlehem, PA, United States","Stoyan Y., Department of Mathematical Modeling and Optimal Design, Institute for Mechanical Engineering Problems of the National Academy of Sciences of Ukraine, Kharkov, Ukraine; Pankratov A., Department of Mathematical Modeling and Optimal Design, Institute for Mechanical Engineering Problems of the National Academy of Sciences of Ukraine, Kharkov, Ukraine; Romanova T., Department of Mathematical Modeling and Optimal Design, Institute for Mechanical Engineering Problems of the National Academy of Sciences of Ukraine, Kharkov, Ukraine; Fasano G., Thales Alenia Space, Turin, Italy; Pintér J.D., Department of Industrial and Systems Engineering, Lehigh University, Bethlehem, PA, United States; Stoian Y.E., Department of Mathematical Modeling and Optimal Design, Institute for Mechanical Engineering Problems of the National Academy of Sciences of Ukraine, Kharkov, Ukraine; Chugay A., Department of Mathematical Modeling and Optimal Design, Institute for Mechanical Engineering Problems of the National Academy of Sciences of Ukraine, Kharkov, Ukraine","19316828","","",""
"Matsiuk O.; Kunanets N.; Pasichnyk V.; Lenko V.; Shcherbyna Y.; Rzheuskyi A.","Matsiuk, Oleksandr (24178188900); Kunanets, Natalia (57189375884); Pasichnyk, Volodymyr (24483963200); Lenko, Vasyl (57202219233); Shcherbyna, Yuriy (24484083900); Rzheuskyi, Antonii (57198350314)","24178188900; 57189375884; 24483963200; 57202219233; 24484083900; 57198350314","The Procedures of Processing of Geolocation Data on Urban Underground Spaces","2019","10.1109/ACITT.2019.8780085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070922307&doi=10.1109%2fACITT.2019.8780085&partnerID=40&md5=162854822b8a013afae9736e122c5b42","Computer Science Department, Ternopil Ivan pul'Uj State Technical University, Ternopil, Ukraine; Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Discrete Analysis and Intelligent Systems Department, Ivan Franko National University of Lviv, Lviv, Ukraine","Matsiuk O., Computer Science Department, Ternopil Ivan pul'Uj State Technical University, Ternopil, Ukraine; Kunanets N., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Pasichnyk V., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Lenko V., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Shcherbyna Y., Discrete Analysis and Intelligent Systems Department, Ivan Franko National University of Lviv, Lviv, Ukraine; Rzheuskyi A., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine","","978-172810449-2","",""
"Galagan R.M.; Momot A.S.","Galagan, R.M. (56181295000); Momot, A.S. (57200142610)","56181295000; 57200142610","The use of ART-2 neural network for processing information signals of non-destructive testing","2017","10.1109/UKRCON.2017.8100395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039913492&doi=10.1109%2fUKRCON.2017.8100395&partnerID=40&md5=0b11e54852fe17836fa5ceaeb263c715","Dep. of Non-Destructive Testing Devices and Systems, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","Galagan R.M., Dep. of Non-Destructive Testing Devices and Systems, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Momot A.S., Dep. of Non-Destructive Testing Devices and Systems, National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","","978-150903006-4","",""
"Sergiyenko A.; Serhiienko P.; Orlova M.; Molchanov O.","Sergiyenko, Anatolij (27868137900); Serhiienko, Pavlo (57204497516); Orlova, Maria (57208344051); Molchanov, Oleksii (57208346421)","27868137900; 57204497516; 57208344051; 57208346421","System of feature extraction for video pattern recognition on FPGA","2019","10.1109/UKRCON.2019.8879958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074955310&doi=10.1109%2fUKRCON.2019.8879958&partnerID=40&md5=da31c006f4f476f82ae57ca8ad190d69","Computer Engineering Department, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Department of System Programming and Specialized Computer Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","Sergiyenko A., Computer Engineering Department, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Serhiienko P., Department of System Programming and Specialized Computer Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Orlova M., Department of System Programming and Specialized Computer Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine; Molchanov O., Department of System Programming and Specialized Computer Systems, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","","978-172813882-4","",""
