University Name;Count
Institute of Electrophysics and Radiation Technologies NAS;1
Kharkiv Regional Institute of Public Administration of the National Academy of Public Administration attached to the Office of the President of Ukraine;1
Department of Holy Scripture and Theology of Volyn Orthodox Theological Academy;1
Department of Advertising and Public Relations of false ;1
Department of Administrative-Legal Disciplines;1
Juror of the Shevchenko District Court of Lviv;1
Institute of Industrial Economics of the NAS of Ukraine;1
Department of Operational-Search Activity;1
Department of Traumatology and Orthopedics;1
SI «Institution of Traumatology and Orthopedics of National Academy of Medical Sciences of Ukraine»;1
Department Internal Medicine #3;1
Academician of the Academy of Sciences of Ukraine;1
Department of Oncology and Radiology of false ;1
IT-Company SciForce;1
Department of Social Psychology and Developmental Psychology;1
The V.M. Glushkov Institute of Cybernetics of the NAS of Ukraine;1
The I.M. Frantsevic Institute for Problems in Material Science of the NAS of Ukraine;1
Heroes of Kruty Military Institute of Telecommunications and Information Technologies;1
Glushkov` Institute of Cybernetics of NAS of Ukraine;1
The Department of Jurisdiction Forms of Legal Protection of Subjects of Private Law;1
Faculty of Engineering and Technology;1
Separated structural unit «Ladyzhyn Professional College of Vinnytsia National Agrarian University»;1
Faculty of Mechanical Engineering and Transport;1
Department of Criminalistics;1
Department of Administrative Law and Administratively Activities;1
Department of Criminal Law and Criminology of Donetsk;1
Department of Law Enforcement and Anti-corruption Activities of the Educational;1
Kijowski Narodowy Uniwersytet Ekonomiczny im. Wadyma Hetmana;1
State Institute of Family and Youth Policy of Ukraine;1
Department of Mathematical Modelling and Data Analysis;1
Institute of Geology and Geochemistry of Combustible Minerals of the NAS of Ukraine;1
KYIV INTERNATIONAL UNIVERSITY;1
UKRAINIAN INSTITUTE OF ARTS AND SCIENCES;1
VASYL STEFANYK PRECARPATHIAN NATIONAL UNIVERSITY;1
State Medical University;1
University of Exeter;1
Department of Ukrainian Language at Vasyl Stefanyk Precarpathian National University;1
Department of Translation and Philology at Higher Educational Institution "King Danylo University";1
Donetsk State University;1
Faculty of Health;1
Ternopil Volodymyr Hnatyuk National Pedagogical University;1
Department of Surgery Academy of State Border Service;1
Accounting and Taxation Chernivtsi Institute of Trade and Economics;1
Biology and Medicine Faculty;1
Ptoukha Institute for Demography and Social Studies of the National Academy of Sciences of Ukraine;1
School of Computer Science;1
Communal Non-Profit Enterprise "Truskavets City Hospital";1
The department of endocrinology;1
Department of Informatics and Computer Science;1
History Department at V. O. Sukhomlynskyi Mykolaiv National University;1
Irshava Lyceum No. 1;1
Department of Computerized Information Security Systems;1
Technician at the Department of Aerospace Radio-Electronic Systems;1
Department of Aerospace Radio-Electronic Systems;1
Computer Systems;1
Kyiv Regional Clinical Hospital;1
The National Anti-Corruption Bureau of Ukraine;1
Research and development;1
Dnipro;1
State Inst. Sci. Ctr. for Aerosp. Res. of the Earth of the Inst. of Geol. Sci. of the Natl. Acad. of Sci. of Ukraine;1
Kuras Institute of Political and Ethnic Studies of the National Academy of Sciences of Ukraine;1
Institute of Software Systems of the National Academy of Sciences;1
Space Research Institute - National Academy of Sciences of Ukraine (NASU) – State Space Agency of Ukraine (SSAU);1
Department of Geography and Ecology;1
Department of Economic Cybernetics and Informatics;1
'National University ''Odesskaya Polytechnika''';1
International Humanitarian University;1
Scientific Centre for Aerospace Research of the Earth of the Institute of Geological Sciences of the National Academy of Sciences of Ukraine;1
Department of Computerized Electrical Systems and Technologies;1
department of Telecommunications;1
The Scientific and Methodological Center of Scientific;1
Department of Design and Durability of Aircraft and Engines;1
Department of Integrated Management Technologies;1
V.M. Glushkov Institute of Cybernetics of the NASU;1
National University "Odesa Law Academy";1
Chernivtsi Institute of Law of the National University "Odesa Law Academy";1
Odesa National University of Technology;1
Department of Management and Quality Assurance in Pharmacy;1
School of Radiophysics;1
Poltava Polytechnic Vocational College;1
Department of Customs and Financial Services Simon Kuznets Kharkiv;1
Department of Mathematical and Econometric Modeling;1
Department of Accounting Analysis;1
EDCATIONAL AND SCIENTIFIC CENTER "INSTITUTE OF BIOLOGY AND MEDICINE" OF false ;1
Department of Accounting Taxation;1
BOGOMOLETS NATIONAL MEDICAL UNIVERSITY;1
NATIONAL PIROGOV MEMORIAL MEDICAL UNIVERSITY;1
Information Systems and Technologies Department;1
Sergeant Military College of Military Institute of Telecommunications and Information Technologies named after Heroes of Kruty;1
Scientific and research center of the Armed Forces "State Oceanarium";1
State Agrarian and Engineering University in Podilya;1
O.O. Bogomolets National Medical University;1
BORYS GRINCHENKO KYIV UNIVERSITY;1
Department of Surgical Dentistry and Clinical Subjects;1
Rivne Medical Academy;1
Department of Urology;1
Department of Endourology and Lithotripsy;1
V. M. Glushkov Institute of Cybernetics of the NAS of Ukraine;1
The false  Igor Sikorsky Kyiv Polytechnic Institute;1
Department of Oncology and Radiology;1
Sumy Regional Council Municipal Non-Profit Enterprise «Sumy Regional Clinical Oncology Center»;1
CSD Medical Laboratory;1
Ukrainian Medical Dental Academy;1
Department of Digital Technologies in Energy;1
Informatics and Intellectual Property Department;1
Cybersecurity and Software Academic Department;1
S I "V. Danilevsky Institute for endocrine pathology problems of NAMS of Ukraine";1
State Organization "V. Mamutov Institute of Economic and Legal Research of the National Academy of Sciences of Ukraine";1
Department of Economics of Education;1
Department of International Accounting Department;1
Research Institute of Economic Development;1
Department of International Economy Department;1
Department of Economics Finance;1
Department of Accounting Business Consulting;1
Department of Social Medicine;1
Department of Banking Business and Financial Technologies;1
Kiev National University Named by Taras Shevchenko;1
Academic Work and Regional Development;1
Odessa Polytechnic National Univ;1
National Center Junior Academy of Sciences of Ukraine;1
International Center for Astronomical;1
false  Media;1
The Institute of Environmental Geochemistry;1
V. O. Sukhomlynsky National University of Mykolaiv;1
PO "Ukrainian Aerial Geodesic Association";1
National University «Poltava Yuri Kondratyuk Polytecnic»;1
National Academy of Managerial Staff of Culture and Arts;1
Land Management Institute;1
NULES of Ukraine "Boyarka Forestry Research Station";1
Institute of Land Management;1
VM Glushkov Institute of Cybernetics of NAS of Ukraine;1
Institute of Water Problems and Land Reclamation of NAAS of Ukraine;1
Educational and Methodological Work;1
Research Center for Industrial Problems of Development of the National Academy of Sciences of Ukraine;1
Department of Information Technologies of Design and Applied Mathematics;1
Academic Affairs and Integrated Development;1
Crimean astrophysical observatory;1
Department of General Law Disciplines;1
Department of Legal Support for the Functioning of the National Innovation System;1
Department of Civil Law Disciplines;1
Department of Biochemistry and Pharmacology;1
Department of Microbiology;1
Department of Telecommunication and Radioelectronic Systems;1
SI "Institute for Children and Adolescents Health Care of the NAMS of Ukraine";1
Aerospace Radio-electronic Systems Department;1
Institute of Electron Physics of the NAS of Ukraine;1
Glushkov Institute;1
Tesseral Inc.;1
Department of Theory and Methods of Physical Culture;1
Department of Management and Economics;1
Institute Of Philology Of Taras Shevchenko;1
Institute Of Cybernetics Of National;1
System Space Research Institute Nas Ukraine An Ssa Ukraine;1
'State University ''Odesa Polytechnic''';1
Institute of Telecommunications and Global Information Space at Nas of Ukraine;1
'false  and Toufik''s World Medical Association';1
The Public Policy Department;1
The Department of International Law and Comparative Law;1
The Department of Research on Communication Problems between the State and Civil Society;1
The Departament of Economic Law;1
Institute Information Technologies in Economics Vadym Hetman Kyiv National Economic University;1
Faculty of Technology of Grain and Grain Business;1
Education Institute O. Bogomolets National Medical University;1
Elvatech Ltd.;1
Institute of Applied Problems of Physics and Biophysics;1
Department of Computer Technologies and Reconstruction of Airports and Highways;1
Department of Hotel and Restaurant and Tourist Business;1
Department of Economic and Mathematical Modeling State Higher Educational Establishment;1
Informatics and Systemology Department State Higher Educational Establishment;1
Department of Forensic Medicine and Medical Law;1
Department of Business Informatics and Economic Modelling;1
Department of Economic Theory and Economic Cybernetics;1
Department of Breeding;1
Economic Educational and Scientific Institute;1
I. Markina Department of Management;1
National Scientific Center "Institute of Agrarian Economics";1
Department of Therapy and Family Medicine of Postgraduate Education;1
Institute Of Energy;1
National University «yuri Kondratyuk Poltava Polytechnic»;1
'Pjsc ''Electrometallurgical Plant ''Dniprospetsstal'' Named After A. M. Kuzmin';1
Kyiv Scientific Research;1
Institute of Physics and Technologies;1
International Economics and Tourism Department;1
Public Institution "Institute of Environmental Economics and Sustainable Development of the National Academy of Sciences of Ukraine";1
Department of Obstetrics and Gynecology No. 2 of the Vinnytsya National Pirogov Memorial Medical University;1
Department of Public health and Social Medicine;1
National Guard Military Academy of Ukraine;1
Kharkiv Representative Office;1
State Institution "Dnipropetrovsk Medical Academy;1
Department of Social Geography and Recreational Nature Management;1
Department of Informatics and Computing Tools;1
Institute for Evolutionary Ecology National Academy of Sciences of Ukraine;1
Presidium of the National Academy of Agrarian Sciences of Ukraine;1
Ternopil Volodymyr Hnatiuk;1
Faculty of Applied Sciences of Ukrainian Catholic University;1
Dialog Semiconductor;1
Kharkiv Prof. Coll. of Information Technologies of false  M.E. Zhukovsky KhAI;1
National Pedagogical Drahomanov University;1
Computer Science Faculty NURE;1
NURE;1
UNITY-BARS LLC;1
Educational and Scientific Institute of Energy;1
'''Information Service technologies'',ltd';1
'Private Joint Stock Company ''Kyivstar''';1
Odesa Military Academy;1
Odesa Polytechnic University Onpu;1
University of Artificial Intelligence and Digitalization;1
State Enterprise "Donuglemash";1
Institute for Nuclear Research of the National Academy of Sciences of Ukraine;1
National Research Center "Kharkiv Institute of Physics and Technology";1
false  "Kharkiv Polytechnic Institute;1
State enterprise "National Nuclear Energy Generating Company "Energoatom;1
Science and Technology Establishment "Nuclear Fuel Cycle" of National Science Center "Kharkiv Institute of Physics and Technology;1
Department of Obstetrics and Gynecology No. 1 of the Vinnytsya National Pirogov Memorial Medical University;1
Department of Anesthesiology and Intensive Care of the Vinnytsya National Pirogov Memorial Medical University;1
Astronomical Observatory of Ivan;1
Department of International Economics and International Economic Relations;1
LitSoft PE;1
School of Mathematics and Computer Science;1
Vinnytsia Acad. D. K. Zabolotnyi Professional Medical College;1
'Communal Higher Educational the Institution ''Vinnitsia Academy of Continuing Education''';1
Spilna Sprava company;1
Hryhorii Skovoroda University in Pereiaslav;1
Computer Control Systems Department;1
PRYAZOVSKYI STATE TECHNICAL UNIVERSITY;1
INSTITUTE OF SOCIAL AND POLITICAL PSYCHOLOGY;1
Institute of Electrodynamics Nasu;1
SSTC NRS;1
Surgery Department;1
Department Invertebrates Fauna & Systematics;1
Faculty of Science;1
Department of cars and tractors;1
Department of tractors and cars;1
Department of Industry Engineering;1
Soft Serve Digital Consulting Company;1
Department of Culturology;1
Communal Institution of "Chemical and Ecological lyceum";1
Department of Theoretical Foundations of Olympic and Professional Sports;1
Department of Physical Therapy;1
Pukhov Institute for Modelling in Energy Engineering of NAS of Ukraine;1
International Research and Training Center for Information Technologies and Systems of National Academy of Sciences of Ukraine and Ministry of Education and Science of Ukraine;1
Doctor of Sciences (Philosophy);1
Doctor of Philosophical Sciences;1
PhD in Philosophical Sciences;1
Candidate of Law;1
LLC "Dniprometaloplast";1
Institute for Applied System Analysis of National Academy of Sciences and Ministry of Education and Science of Ukraine;1
Insitute of Philology Crimean Federal University;1
Department of Internal Medicine No. 3;1
Drilling Department;1
Department of Algebra and Differential Equations;1
Institute of HE of the National Academy of Educational Sciences of Ukraine;1
Academician Y. Bugay International Scientific and Technical University;1
Military Institute of Taras Shevchenko Kyiv National University;1
Legal Department Command of the Land Forces of the Armed Forces of Ukraine;1
TERNOPIL VOLODYMYR HNATIUK NATIONAL PEDAGOGICAL UNIVERSITY;1
NATIONAL ACADEMY OF EDUCATIONAL SCIENCES OF UKRAINE;1
DRAHOMANOV NATIONAL PEDAGOGICAL UNIVERSITY;1
Department of Information Activity and Media Communications;1
ERIHI "Kamianets-Podilsky state institute";1
Department of Radiophysical Introscopy;1
Department of Applied Electrodynamics;1
Institute of Traumatology and Orthopedics National Academy of Medical Science of Ukraine;1
Kyiv Regional Center of Emergency Medical Care and Disaster Medicine;1
Oil-and-Gas Engineering and Drilling Department;1
Physical and Technical Institute;1
Sciences Department;1
M. Glushkov Institute of Cybernetics;1
Department of Children’s Diseases and Pediatric Surgery;1
Department of Animal Anatomy;1
Faculty of Economics and Management;1
Academic and Research Institute of Business;1
Scientific Department;1
Department of Applied Mathematics and Complex Systems Modeling;1
State Higher Educational Institution «Pryazovskyi State Technical University»;1
Private Enterprise LitSoft;1
Kharkiv Polytechnic University;1
Oleg Balatskyi Academic and Research Institute of Finance;1
Kharkiv National Univesitsity of Radio Electronics;1
Odessa Military Academy;1
Dnipro Polytechnic;1
Ukrainian State Research Institute for Carbochemistry (SE "UKHIN");1
false  "Kharkiv Polytechnic Institute" (NTU HPI);1
Kyiv National Economics University Named After Vadym Hetman;1
Department of Information Radioelectronic Technologies and Systems;1
Institute of Electrodynamics National Academy of Sciences of Ukraine;1
Scientific Centre for Aerospace Research of the Earth of the Institute of Geological Science;1
VisiQuate;1
Department of Constitutional Law of Ukraine;1
Center for Law;1
Department of International Private Law and Comparative Law;1
Department of Higher Mathematics and Mathematics Teaching Methods;1
Haisyn Department of the SFS General Directorate in Vinnytsia Region;1
Onseo Company;1
Institute of Agriculture of Carpathian Region;1
Department of Surgical Oncology;1
Department of Human and Animal Physiology;1
Department of Criminology and Psychology;1
Department of Cell Regulatory Mechanisms;1
Department of Protein Synthesis Enzymology;1
Department of Medicinal Chemistry;1
Scientific Services Company Otava Ltd;1
Department of Cybersecurity and Software;1
Institute of Electronics and Communication;1
Chernivtsi Trade and Economic Institute Kiev National University of Trade and Economics;1
National Tech. University of Oil & Gas;1
Ukraine Academy of Printing;1
Korolov Zhytomyr Military Institute;1
Institute of Agriculture of the North-East;1
false  Department Economic Theory;1
Military Academy (Odesa);1
Department of Media Engineering and Information Electronic Systems;1
A. Ya. Usikov Institute for Radiophysics and Electronics;1
'false ''Igor Sikorsky Kyiv Polytechnic Institute''';1
Department of Financial Technologies and Entrepreneurship;1
Consulting Group INEX-FT;1
'National University ''Yuri Kondratyuk Poltava Polytechnic''';1
Acting Director of Institute;1
Department of Technology in Restaurant Industry;1
V.E. Lashkaryov Institute of Semiconductor Physics of National;1
Kharkiv National University of Radio Electonics;1
Institute of Pedagogy of NAES of Ukraine;1
Data&Analytics Ciklum;1
The Department of Philosophy and Humanities;1
Citizen scientists;1
National Reserve "Khortytsia";1
The false  "Igor Sikorsky Kyiv Polytechnic Institute";1
Design of Energy Processes and Systems;1
Department Automation of Design of Energy Processes and Systems;1
Department of Computer Aided Design at National Technical University;1
Department of Electrothermal Processing Material;1
Department of Strength of Welded Structures;1
Department of Optimizing of Advanced Welded Structures;1
Department of Welding Technology;1
Department of General Problems of Formation and Implementation Innovative Policy;1
Department of Labour Law;1
Research Center of Economic and Legal Solutions in the Area of Application of Distributed Ledger Technologies;1
Department of Civil Law No. 1;1
Department No. 11;1
Department of Operations Management of Military Intelligence and Special Operations Units;1
Department of Information Technology Application and Information Security;1
Institute for Research;1
Department of Information Technology Application and Information Security Institute for Providing Troops (Forces) and Information Technologies;1
Department of Intelligent;1
Korolyov Zhytomyr Military Institu;1
Insitute of Foreign Philology;1
Mykhailo Tuhan-Baranovskyi Donetsk National University of Economics and Trade;1
Eighth Administrative Court of Appeal;1
Educational and Scientific Centre;1
Department of Marketing and Logistics;1
Institute of Engineering Thermophysics of the National Academy of Sciences of Ukraine;1
false  "Igor Sikorsky Kyiv Politechnic Institute";1
Department radio and television broadcasting;1
Intl. Res. and Training Center for Information Technologies and Systems under NAS and MES of Ukraine;1
false  KhAILossless Compression;1
Department of Corrosion and Corrosion Protection;1
Department of Computerized Engineering;1
Department of Highways and Bridges;1
Department of Building Constructions and Bridges;1
English Language Department;1
Department of English;1
Kremenchuk Mykhailo Ostohradskyi National University;1
Department of Management of Innovative and Investment Activity;1
Kyiv National Economic University named after V;1
Kiev Institute of Business and Technology;1
Faculty of Management;1
Department of Public Administration and Administration and International Economy;1
Research Training Center "Aerospace Center";1
National Center;1
Astronomical Observatory Taras Shevshenko National University of Kyiv;1
Main Astronomical Observatory of National Academy of Sciences of Ukraine;1
ICAMER Observatory of NAS of Ukraine;1
Astronomy and Space Physics Department;1
'Taras Shevchenko National University ''Chernihiv Colehium''';1
Institute of Cybernetics of National Academy of Sciences of Ukraine;1
Llc Bit Group;1
Department of Marketing and International Trade;1
Department of Marketing and Logistic;1
Department of Multimedia Technologies and Media Design;1
Separated Subdivision "Atomremontservis" of State enterprise "National Nuclear Energy Generating Company "Energoatom";1
Department of Biomedical Engineering and Optic-Electronic Systems;1
Lviv Regional Hospital;1
Department of Reprography;1
National Center "Junior Academy of Science of Ukraine";1
Language Training Department;1
Faculty of Computer and Information Technologies and Automation;1
Odessà Polytechnic National University;1
Intellias Company;1
V. V. Popovskyy Department of Infocommunication Engineering;1
Department of Communication Technologies and Cyber Protection;1
Department of Construction of Telecommunication Systems;1
Department of Construction and Road-Building Machinery;1
Institute for Scientific Work;1
Depaptment of Laboratory Tests of Scientific and Technical Complex of Measurements;1
Center for Military and Strategic Studies;1
Department of Engineering Equipment;1
HTA;1
Department of Mathematical Physics and Differential Equations;1
South Ukrainian National Pedagogical University named after K. D. Ushynsky;1
Educational and Scientific Publishing and Printing Institute;1
Department of Information Protection in Telecommunication Systems and Networks;1
Pedagogical Science the Institute of Leadership;1
Historical Sciences;1
Economic Sciences;1
D.F. Chebotarev Institute of Gerontology NAMS of Ukraine;1
Palladin Institute of Biochemistry of the NAS of Ukraine;1
Zhytomyr Military Institute of S.P. Korolev;1
National Museum of History of Ukraine;1
Institute of Archaeology of the National Academy of Science of Ukraine;1
Scientific Research Centre «Rescue Archaeological Service»;1
false  "Igor Sikorsky Kyiv Polytechnic Institute ";1
National Scientific Center "Institute for Soil Science and Agrochemistry Research named after O.N. Sokolovsky";1
Municipal Institution "Volyn Regional Junior Academy of Sciences";1
Ukrainian Scientific Center for the Development of Information Technologies;1
The State Scientific and Technical Library of Ukraine;1
Ohr Menachem Vinnitsa;1
Western Ukrainian National University;1
Departament of Scientific and Methodological Support of Professional Education Division;1
Department of Telecommunication Systems and Networks;1
State Institution "Lukianova Institute of Pediatrics;1
Glier Kyiv Municipal Academy of Music;1
Karpenko Physico-mechanical Institute of the NAS of Ukraine;1
National University of Life and Environment Science of Ukraine;1
SI "The Filatov Institute of Eye Diseases and Tissue Therapy of the NAMS of Ukraine";1
G. E. Pukhov Institute;1
Intelligent Information Systems;1
Kyiv Clinical Ophthalmology Hospital Eye Microsurgery Center;1
Department of Light Industry;1
Research Center for Trophy and Perspective Weapons and Military Equipment;1
Department of Operational Art;1
Department of Airborne Troops and Special Forces;1
Department of Electrical Engineering and Electronics;1
Scientific-Research Department of Information and Cybernetic Security;1
Department of National Security and Defence Strategy State Military Management Institute;1
Artifical Intelligence Departement;1
Department of High Temperature Materials;1
'SHEI ''Pryazovskyi State Technical University''';1
State Institution "O.M. Marzieiev Institute of Public Health of NAMSU";1
Department of Machinery and Equipment of Technological Processes;1
SI «National Research Center for Radiation Medicine of the NAMS of Ukraine»;1
Bees Airlines;1
Dniprovsky State Technical University;1
Department of Environmental Protection and Nature Management of the Kharkiv Regional State Administration;1
State Scientific and Research Institute of Cybersecurity Technologies and Information Protection;1
Infopulse Ukraine;1
Subbotin Institute of Geophysics of the NAS of Ukraine;1
The Main Center of Special Monitoring;1
Institute of Geophysics of the NAS of Ukraine;1
Department of Administrative;1
Dept. of Marketing and International Trade;1
Dept. of Finance and Marketing Private Higher Educational Institution "Institute of Ecology of Economics and Law";1
Dept. of Public Administration;1
Dept. of Publik Administrafion and Lokal Self-government;1
Departament of Management and Publik Administration;1
Department of Analytical Economics and Management;1
Department of Public Administration and Local Self-government;1
Department of Economics and Social and Labor Relations;1
Department of Administration and Lokal Self-government;1
Research Center National University of Civil Defence of Ukraine;1
Scientific Research Center Institute of Special Communications and Information Protection;1
Educational and Scientific Institute of Public Administration and Civil Service false ;1
Scientific Research Department of Communication;1
Deputy Head of Faculty;1
Institute of Geophysics by S. I. Subbotin name National Academy of Sciences of Ukraine;1
M. S. Poliakov Institute of Geotechnical Mechanics;1
Separate Structural Unit "Vocational College of Engineering;1
Institute of Oilseed Crops;1
Department of Information Science and Physics and Mathematics Disciplines;1
Department of Autotechnical Research and Forensic Research of Vehicles;1
Department of Criminology;1
Research Laboratory on Combating Crime Problems;1
Department of the Criminal Procedure and Pre-trial Investigation Organization;1
Department of Theory of Law;1
Department of General Legal Disciplines;1
Faculty for Training Investigators;1
Department. Academic and Research Institute of Law;1
Department Law Faculty;1
Academic and Research Institute of History;1
Department of Economics and Economic Cybernetics;1
Department of Economics and Enterprise Organisation and Management;1
Institute for Information Recording of NAS of Ukraine;1
School of Artificial Intelligence;1
Taras Shevchenko University of Kyiv;1
European School of Medicine;1
Department of endocrinology and pediatric infectious diseases;1
Placenta Stem Cell Laboratory;1
Laboratory of Biosynthesis of Nucleic Acids;1
National Defence University of Ukraine named after Ivan Cherniakhovskyi;1
State Institution «Institute of Traumatology and Orthopedics;1
Internal Medicine;1
Microprocessor Technology Lab;1
The National Institute of Strategic Studies;1
Institute of Industrial Economics;1
Kropivnitsky Institute of State and Municipal Administration;1
Branch Ukrainian Scientific Research Institute of Natural Gases Joint Stock Company "Ukrgasvydobuvannya";1
Department of Oil and Gas Pipelines and Storage Facilities;1
Joint Stock Company "Ukrgasvydobuvannya";1
Branch R&D Institute of Gas Transportation Joint Stock Company "Ukrtransgaz";1
Department of Energy Management and Technical Diagnostics;1
Physical Materials Science Department;1
Physics of Metal Department;1
Metal Physics Department;1
Department of Mathematical Modeling and Data Analysis;1
Ñompany «Likopak»;1
Poljakov Institute of Geotechnical Mechanics of the National Academy of Sciences of Ukraine;1
College of Radio Electronics;1
Institute of Geography of National Academy of Science of Ukraine;1
Department of Ecological Safety and Nature Protection Activity;1
Department of Dental Therapy;1
Department of Information-Measuring Technologies;1
Western Center of Radio Engineering Surveillance;1
Military Institute of Telecommunications and Information;1
The Department of Pediatrics Gastroenterology;1
Laboratory of Experimental Neurophysiology;1
Endocrine Gynecology Department;1
Department of Space Information Systems and Technologies;1
Ukrainian State University of Science and Technology USUST;1
State Institution "State Ecological Academy of Postgraduate Education and Management";1
Force University;1
University-Kharkiv Aviation Institute;1
Forces University;1
State Research Institute Mia Ukraine;1
State Service for Special Communication and Information Protection of Ukraine;1
One Ai & Seven Pro;1
Heroes of KrutyMilitary Institute of Telecommunications and Informatization;1
Department of Obstetrics and Gynaecology;1
Department of Obstetrics and Gynecology No. 2;1
Research and Design Institute of Micrography;1
Internal Medicine Department;1
Verum Medical Center;1
Higher State Educational Establishment of Ukraine;1
Department of Reproductive Health;1
Constitutional Law Department;1
Department of Obstetrics and Gynecology No. 1;1
Department of Constitutional Law;1
Institute of Animal Biology NAAS of Ukraine;1
SI "Yu. Kundiiev Institute for Occupational Health of the NAMS of Ukraine";1
Department of Oncology of Kharkiv National Medical University;1
Oncosurgery Department of State Organization «Grigoriev Institute for Medical Radiology and Oncology of the National Academy of Medical Sciences of Ukraine»;1
Bohdan Khmelnytskyi National Academy of the State Border Guard Service of Ukraine;1
National Cancer Institute Ministry of Health of Ukraine;1
Research and Organizational Department;1
Department of Methodology of Professional Training;1
Department of Ukrainian Literature;1
University of Lviv;1
Networks and Cybersecurity false  KhAI;1
National Tehchnical University of Ukraine;1
Federal State Budget Scientific Institution Crimean Astrophysical Observatory of RAS;1
Test Automation Lead;1
Department of Life Safety and Safety Pedagogy;1
National Museum of Nature History of Academy of Sciences of Ukraine;1
Department of Pathological Anatomy with Section Course and Forensic Medicine;1
Department;1
Management Department;1
Marketing and Logistic Department;1
Department of Jurisprudence of Central Ukrainian Institute PrJSC Higher Education Institution MAUP;1
Department of law enforcement and anti-corruption activities of the Educational and Scientific Institute of Law. Prince Vladimir the Great of Interregional Academy of Personnel Management;1
Hryhorii Skovoroda University;1
Clinical Hospital "Feofaniya";1
Ternopil Regional Clinical Hospital;1
LISOD Hospital of Israeli Oncology;1
Zaporizhia National University;1
Government University of Trade and Economics;1
Institute of Education and Science in Electrical Engineering and Information Technologies;1
Institute of Renewable Energy of the National Academy of Sciences of Ukraine;1
Institute of Social and Economic Initiatives;1
National University of Live and Environment Sciences of Ukraine;1
Department of the Information Society and Law;1
Department of Problems of Criminal Law;1
Department of Computer Technology;1
Department of Road Design;1
Research Department of Combat Crews;1
Scientific and Methodical Center;1
Defence Intelligence of Ukraine;1
Department of Transport Law and Logistics;1
Kyiv Electromechanical Professional Pre-Higher College;1
Sector of Scientific and Educational and Methodological Support for the Training of Professional;1
The National Defence University of Ukraine named after Ivan Cherniakhovskyi;1
Museum of Archaeology;1
Deartment of Computer Information Technologies;1
Translation.in.ua;1
Department of Tuberculosis;1
Friedrich Ebert Foundation;1
Ukrainian Marketing Association;1
Nosivka Plant Breeding and Experimental Station of the V. M. Remeslo Myronivka Institute of Wheat of the National Academy of Agrarian Sciences of Ukraine;1
The V. M. Remeslo Myronivka Institute of Wheat of National Academy of Agrarian Sciences of Ukraine;1
Institute of Agriculture of Steppe of National Academy of Agrarian Sciences of Ukraine;1
Department of Information and Cyber Security;1
Department of Criminal Law and Process;1
Conservative Dentistry Department;1
Department of Agronomy;1
Economics and Management Department;1
Department of General Mathematics;1
Institute of Mathematical Machines and System Problems;1
Cherkasy Bohdan Khmelnytsky National University;1
State Institution "The Institute of Environmental Geochemistry of NAS of Ukraine";1
O. G. Vlokh Institute of Physical Optics;1
Department of Hydrobiology and General Ecology;1
Institute of Children and Adolescents Health Care;1
Sci. Ctr. for Aerosp. Res. of the Earth of the Inst. of Geol. Sci. of the Natl. Acad. of Sci. of Ukraine;1
Tuzlivski Lymany National Nature Park;1
Institute of Ecology of the Carpathians;1
Higher State Educational Establishment of Ukraine «Bukovinian State Medical University»;1
Municipal Medical Institution «Regional Bureau of Forensic Expertise»;1
State Scientific-Research Institute of Aviation;1
Department of Operating With Gifted Youth;1
Department of Computer and Information Technologies and Systems;1
Deputy Dean of Faculty;1
Department of Anti-Aircraft Missile Forces Tactic;1
Department of Artillery Facility Complexes and Devices;1
Municipal Medical Institution «Regional Bureau of Forensic Expertise» Chernivtsi;1
Kiev National Economic University;1
Public Health Center;1
Oles Honchar Dnipro State University;1
Department of Fonds of Manuscript Heritage;1
Department of Accounting and Economic Control;1
Department of Theoretical Electrical Engineering and Diagnostics of Electrical Equipment Institute of Electrodynamics National Academy of Sciences of Ukraine Peremogy;1
Institute of Applied Mathematics and Fundamental Sciences;1
Bohomolets National Medical University;1
Shypuk National Medical Academy of Postgraduate Education;1
'SE ''Dnipropetrovsk medical academy';1
Zhytomyr Institute of Interregional Academy of Personnel Management;1
Dept of Social Rehabilitation Technologies;1
O. Y. Usikov Institute of Radio-Physics and Electronics Nasu;1
Centre for Military and Strategic Studies;1
Science Center;1
V.N. Karazin National University;1
Department of Family and Special Pedagogy and Psychology;1
State Inst. Kharkiv Reg. Ctr. for Dis. Control and Prevention of the Ministry of Health of Ukraine;1
Ukrainian Catholic University ML Lab;1
National Science Center "Institute of Agrarian Economics";1
Department of Energy Saving;1
Department of Ecological and Engineering Geology and Hydrogeology;1
Department of Ecology and Environmental Management;1
Department of Physical;1
Department of Professionally Oriented Disciplines;1
Haisyn Department;1
The Scientific Repository Department;1
Lviv Centre of Space Research Institute of National Academy of Sciences of Ukraine;1
The State Enterprise "The State Research Institute of Building Constructions";1
Institute of telecommunications and global information space of NAS of Ukraine;1
Regional Clinical Cardiology Dispensary;1
Amosov National Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine;1
Vinnytsia Academy of Continuing Education;1
Kryvyi Rih state Pedagogical University;1
Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State;1
Ukranian Centre for Environmental and Water Projects;1
International Economics Relations Department;1
Carpathian National Nature Park;1
Department of mining machines and mechatronic systems of mechanical engineering;1
Department of electrical systems and automation technology in the agricultural sector;1
Dyslipidaemia Department;1
