index;name;#publications;#publishers;publishers;density
2962;West Ukrainian National University;63;89;"56008227000; 57219592005; 27867794600; 58676976700; 36068957200; 35366491300; 24178775400; 16479742300; 57208674228; 57195137291; 58749555900; 58161583900; 57218315944; 27867757700; 57218321395; 57210561910; 57289388800; 16552460800; 57216954529; 57219593076; 57216485893; 57208338884; 57907400000; 57264119000; 58677676600; 57288531200; 57204937166; 8339656100; 57190575875; 57219591847; 57103759700; 55225606100; 55400506500; 54421527700; 57221207600; 35216311600; 24178221500; 57202448801; 57216523460; 57907206100; 7801584826; 57205441927; 58497371600; 57782473100; 24179093900; 58020232600; 57200180939; 57205431451; 57905172900; 57951809800; 57219591826; 24723255800; 58205318200; 57204110569; 57216456879; 57711749100; 57205437555; 36070237700; 24483514900; 58616012300; 57204113520; 58678192300; 27468042400; 57951406500; 57224193208; 57223103303; 57209803721; 57202448800; 57204116064; 57457014000; 57103800900; 57715338900; 55226024100; 57952938100; 57219598554; 57223999010; 57198353869; 57200174627; 57210565137; 58162215900; 57221617788; 57223088522; 57207756465; 24723272400; 24179012300; 35518445600; 57210554644; 58733430100; 24178191500";0,674157303
1443;Kryvyi Rih National University;70;84;"56830443700; 57194700789; 55437874800; 57194524952; 57219989495; 57211513734; 56871144900; 57224196483; 57205437197; 56375301300; 6506861526; 58538175900; 55998899600; 57216844520; 57218716959; 57214945875; 56707384000; 57958324300; 57204963622; 6602755095; 55553154500; 55327932300; 57219307041; 57249601800; 57211133211; 35760000200; 57196299547; 57222187401; 57202441017; 57202910724; 55437216200; 57817543900; 56672973500; 56416294500; 57221565484; 7006907313; 56208528500; 57207760507; 57208872125; 56667454100; 58361498900; 56198508200; 24722874000; 57219985822; 55920282900; 57211525398; 57194794096; 58032760800; 58295333100; 57433342400; 56768062700; 56198895000; 56685802700; 57212629056; 57817005600; 57205437871; 57222189938; 57210107845; 57211525198; 56664465800; 57210119994; 57190767658; 56421932500; 57219987391; 57216845494; 57219314239; 57211134574; 56209236800; 58538332100; 57205435473; 56768036800; 57216846209; 57207853900; 57200540704; 57211524268; 57214752324; 57204391479; 6701311020; 57211519694; 36173274800; 57457291800; 57204395562; 56198993400; 56830582800";0,702380952
492;Bukovinian State Medical University;60;76;"58405927400; 57203982354; 58698631300; 57188983126; 6508284984; 55553505700; 57219414237; 58698089600; 14830555500; 54883896800; 57202221490; 57219377908; 57660638300; 57204235076; 57197779044; 55880077000; 56035715700; 57219417482; 57195933570; 55645481800; 14831503200; 57016746000; 57225134261; 57499908000; 58697951100; 57189896458; 57841664600; 56035704400; 35318204300; 57219423246; 57211566692; 6504590908; 56034752000; 57219386179; 56035725300; 57197783827; 7004368950; 57201633922; 57015628200; 56138569200; 6701840218; 57219385924; 57219408928; 57192587855; 57425062800; 58264626000; 35112376400; 57192588490; 57204584515; 57203990533; 55780426900; 57202741791; 54883991500; 7801664053; 6504046222; 56034576500; 57215542960; 57202033230; 55394720600; 56035892000; 57219332385; 58265361600; 57203989701; 57203984165; 57197785166; 57016795400; 57211566829; 6508372142; 57192588248; 57216829932; 58177245300; 57192587959; 56540065600; 57211993287; 57220023867; 57193137181";0,684210526
1388;National Aerospace University “Kharkiv Aviation Institute”;73;76;"57218704755; 57207914339; 58198933300; 57209797691; 57954091500; 57216412439; 56380596100; 57220834070; 57204907264; 57202229519; 57192199954; 57364617100; 57290795400; 57194523801; 57214223812; 7005979784; 56332607800; 57502642900; 57222120278; 57418658200; 57207882161; 57369609300; 57220833706; 57191220899; 55634654000; 57218710916; 57222124194; 57214220648; 41761910800; 7102438809; 57214221867; 12784146300; 57220835013; 57222496095; 57222082570; 57203141190; 57203145725; 16426533400; 7003358846; 6506749318; 57210105682; 57222094287; 57189332649; 57226382634; 57222087786; 57195913632; 58194260300; 57444759400; 57190251606; 26028048100; 23397933100; 58704645200; 22034616000; 6507678966; 57214231847; 7006530598; 57417516700; 57205357625; 57207915447; 57218542303; 57163964800; 57194777356; 57203142885; 57220108735; 57418086000; 57218347380; 57222493079; 57222100721; 57203139152; 57211621104; 57194779158; 57222125911; 54911941800; 57216484591; 56925032900; 57202239038";0,657894737
1769;Kharkiv National Medical University;61;40;"57216293767; 57208734786; 57207296183; 57216309697; 57208735856; 57206834269; 57216286733; 57195465905; 11739691000; 57218603541; 57205414470; 57208747381; 57209531694; 57224945780; 57209529692; 57208328654; 57954790500; 57189606227; 57209537448; 57105541700; 57210340888; 58712792300; 57208739166; 57195477002; 57208741852; 57204567433; 57176056300; 57219184355; 57208736671; 57215833217; 57219533612; 58690264400; 57219774732; 58114786600; 58691095900; 6602894386; 57201066911; 57204178296; 57188767683; 56890641400";1,25
82;V. M. Glushkov Institute of Cybernetics;56;55;"6603937012; 6601983603; 55579380900; 56348701300; 57208355839; 56422270700; 56910030700; 8967548400; 12785999500; 57193097903; 55557358400; 57211838086; 16202071500; 7003508341; 54789863400; 8650415200; 56007395000; 58681327400; 6602822409; 7003550950; 57217311025; 57215354948; 36652488500; 57211838413; 57218306397; 7004866111; 57214938708; 57217309303; 23394005400; 57492335000; 35180143600; 24178598200; 7102596880; 57196747484; 7005900640; 7006380891; 56017924800; 6602740665; 6505900928; 15750518500; 6507934221; 6506109210; 15131859600; 14062655100; 6701857667; 23970484200; 56090451700; 24179449600; 58635947100; 24179404800; 58023632000; 6602080517; 7006221914; 57216931030; 35357916400";0,890909091
483;Kherson National Technical University;47;44;"24179426400; 56572975800; 57192563039; 57214723707; 56817176300; 57189099973; 57210288213; 6507106971; 24178534800; 57193060813; 57191864463; 57219708595; 57226778954; 57205500086; 57194272113; 56528296400; 57204941407; 56950952000; 57210288367; 57210284358; 57189389867; 57189091127; 57193066468; 33768140200; 57194170611; 57204562536; 41262346600; 57214728471; 57217114044; 56667738100; 57210285190; 57210289513; 57195531548; 57208670254; 57289372000; 57220199155; 57210284497; 56527168200; 57210284988; 57210291515; 57210281765; 57210290179; 57194176077; 57200175137";1,045454545
1037;Kyiv National University of Construction and Architecture;48;68;"57217148424; 16507450000; 57990104100; 56293536700; 58037773400; 58066695600; 6506632335; 57205432180; 57994435000; 58613980100; 57216639178; 57782309100; 57201521567; 57272774200; 57190379920; 57204956894; 56293328800; 58041897200; 57884110700; 57117757200; 58613979000; 57223110647; 57190371980; 57208035680; 58038272500; 57218144984; 57191709301; 57205509194; 57289575400; 58614422500; 57222152857; 57214932947; 57222122288; 57201367823; 57200090285; 57189330887; 57204054867; 57238839700; 57289061200; 57211341629; 57216939310; 57213166284; 57198815503; 57190021687; 57238143700; 58173727100; 57834108100; 57994271400; 58613683000; 58066372600; 57103659600; 57223105709; 57213689997; 58613681800; 57204204504; 58198351800; 58162221600; 57993962500; 58614422400; 57223113107; 57223103586; 57196297466; 58775405200; 57202629018; 57205628964; 57200088719; 57238668800; 57006838600";0,676470588
1070;Petro Mohyla Black Sea National University;46;46;"7101860445; 57249458100; 57198357517; 57103812200; 57219539174; 57103586600; 57222145499; 57103213000; 56440280900; 57445880600; 58490215800; 57214946028; 57250163000; 57212608222; 57214947007; 57211147344; 57103674400; 57200183222; 57212609599; 6603485960; 57191608478; 57215006812; 55991342900; 7003797995; 56925498100; 7004160569; 57198358626; 57198354193; 57208675277; 6602324472; 57210154900; 57207954084; 57219532426; 57212577217; 57224201918; 57554809400; 49963633100; 57203517108; 57201258628; 56244928700; 56925427000; 57220779336; 58554034900; 57221866694; 55991478400; 57331240000";1
193;Chernivtsi National University;73;47;"54883888200; 54882613300; 57454698400; 6602320185; 57211567133; 57203380294; 55851027500; 57221531050; 36170689300; 6508109100; 58071229600; 6602744324; 14831780700; 7003787152; 35318204300; 35795806700; 57199862936; 37461152800; 55338178100; 57221872672; 57203977903; 6504439973; 7004368950; 6701840218; 6507861887; 57192587855; 21933980800; 56034560400; 35112376400; 14831433300; 6506549768; 57211566777; 55879051900; 12645175800; 57202033230; 55394720600; 7003463608; 55915208400; 54883991100; 57219244262; 14832091200; 57199854580; 57199860416; 57220875576; 9279702200; 46461030700; 57053118500";0,957446809
309;V.N. Karazin Kharkiv National University;187;65;"57202443070; 57203140029; 57418069200; 6602387161; 56414594400; 55819006000; 57216409113; 56366972700; 57202229519; 58127024700; 57216155945; 57946321500; 55428957200; 55557328000; 57208668910; 14525033900; 56182972600; 57279537100; 57204910281; 6602560537; 57194037341; 57217131223; 58623920700; 58787462900; 57211774973; 56866386100; 57674042400; 56658371300; 6506502353; 58787226800; 57203141277; 57194031966; 6602888346; 8586634700; 57194045884; 57221467411; 57190132152; 57418069100; 56182348800; 58529842400; 57204946885; 57784577300; 56181653400; 58624128300; 8256721300; 57195682869; 57208907206; 24074681000; 58101942300; 58317044200; 57219929489; 7005978594; 57217134641; 27867503300; 26021682900; 57216357510; 51461515000; 57207781410; 57208665851; 57216335182; 57204619131; 57190123666; 57209798601; 55516494000; 56930496000";0,676923077
1577;Borys Grinchenko Kyiv University;49;33;"57201528033; 57226699554; 57194525101; 57208904023; 6701798930; 57204922790; 6602349022; 57207228906; 57225890176; 57218555574; 57207844090; 56529670200; 57218562054; 57218565160; 57208521755; 57216484368; 56436661900; 6602644140; 6507458643; 56669962600; 57226549274; 57209541415; 57190217440; 57208901299; 57226773363; 57211132814; 57218571180; 57382890300; 57207771390; 57609085200; 57220101121; 58176644900; 57194156418";1,303030303
349;Ternopil National Economic University;42;67;"24178221500; 56008227000; 57205435756; 16552460800; 58616012300; 57210555960; 57208348194; 27867794600; 27468042400; 57188574014; 57210897994; 57220202294; 7801584826; 37122689500; 24722752200; 37122611700; 24480068200; 55225615700; 24833293100; 57216485893; 8356588100; 57200183121; 57208338884; 57782473100; 35366491300; 35366175300; 56205106000; 57907400000; 36069935000; 57264119000; 57188568369; 16479742300; 55226024100; 57208674228; 57215662410; 57219598554; 57219602290; 57221865055; 57204937166; 57208673020; 57200174627; 56008186500; 57200181809; 57190575875; 57103553400; 57200143845; 57203579103; 57188574216; 24179417600; 27867757700; 55225606100; 57208664021; 24723272400; 24179012300; 57202445866; 57210552063; 57202445942; 57210561910; 57711749100; 35518445600; 56403369100; 6701835869; 57219602494; 54421527700; 37123189000; 24178191500; 57204559267";0,626865672
994;Simon Kuznets Kharkiv National University of Economics;40;40;"57189040452; 36068855600; 57190437459; 57249166200; 57211218421; 57218566711; 57224201563; 57219244786; 57202886856; 57224193648; 55975679100; 57210286707; 23099879900; 57223798854; 57216952027; 57416821200; 56607137800; 57215079602; 58266453500; 6602623478; 57210119420; 57238022400; 57195523310; 57202383896; 56770070400; 56990005000; 57210287284; 57190440690; 36676101600; 57202751577; 56328233300; 57287573000; 36069600100; 55930369500; 57458406900; 36089205300; 57212460303; 55538008100; 57195528289; 57209801180";1
196;Main Astronomical Observatory;39;38;"55608343000; 8897983000; 6603042355; 55372967400; 56486038400; 53984405800; 36009139100; 6602304826; 7006328789; 57517274900; 36701733200; 6508270864; 57203634087; 56543311000; 57213079364; 8694491500; 23049443800; 24465952400; 55208203500; 56205880900; 12768210800; 7006533592; 6506107840; 56638463700; 6508005328; 6701490867; 57188638007; 58000271400; 12768601700; 35893354600; 57216439603; 16241712100; 55948186400; 57311572400; 55348120800; 24074597100; 14042734200; 16644308700";1,026315789
1331;Ukrainian Catholic University;39;44;"57647908500; 57215965606; 57201983320; 57204907615; 57385549200; 57215963810; 57456900900; 57967667400; 56021095800; 57216896065; 57274671100; 57873321800; 57215969938; 57751661600; 57207766334; 10040896900; 57202442538; 57215965590; 58573860300; 57874426300; 57215775166; 57452139900; 57224973766; 57207764029; 57215968900; 57200201205; 58115022000; 57207763211; 57854287000; 58406712900; 58484736500; 56925582100; 57417137200; 57271564000; 57215968839; 57215962907; 57215966945; 6602147275; 57215967270; 57385549300; 57215548737; 57509024900; 57218707999; 57215967382";0,886363636
1510;Khmelnytskyi National University;39;50;"57195464300; 57209229155; 57457117500; 58489722800; 57456803900; 57216894492; 57787153400; 57193810866; 56008190300; 57218242610; 57216158412; 56946906000; 57203157573; 54420643500; 58384008400; 57457250500; 58205569400; 54421023400; 45961382900; 57456998700; 57816723500; 57219782006; 57210345069; 57203241511; 58205565100; 57210595103; 57190874014; 57210595709; 57221754084; 57226496405; 57210601085; 57224188196; 57816242200; 57218242749; 57216894081; 57210122465; 57787464100; 57226826688; 57369610700; 57218242499; 58489851400; 58265691700; 57218181382; 57217176350; 57210597621; 58204826500; 54420153900; 58205569200; 57211621395; 57218242553";0,78
1652;Ternopil Ivan Puluj National Technical University;39;67;"6507116848; 57200173815; 57205431778; 35867793200; 37076165500; 57201334745; 57201343382; 57219537474; 57204909092; 57211626782; 57218672988; 57219781314; 57211782697; 8329677000; 57508479000; 54934553500; 57408135600; 28667561500; 58613978100; 34971752100; 57148526900; 58613681200; 57216491282; 16550998700; 57210420590; 24480670600; 55225555200; 57221861916; 57210564563; 57218248206; 24178188900; 6507755672; 57208898204; 57224192700; 6504281097; 57219601617; 57209802337; 57209798658; 57373126900; 57210416399; 57194160115; 57217113468; 58614423400; 54911988600; 57209529998; 57216331921; 6602372899; 57189380553; 24479759600; 57210555642; 57226530958; 57374179100; 57210559535; 58579841800; 57073984400; 57204918728; 57219772992; 57211145884; 24725898800; 36069365600; 36069946300; 24482769100; 35317149100; 57219594007; 57221871877; 57205446925; 57208348158";0,582089552
1002;Uzhhorod National University;37;38;"57189640005; 57374171500; 57438875300; 56667574800; 6506794881; 55843522100; 57219784227; 57204564304; 57195628303; 24482887400; 57220185652; 57216494271; 57219537395; 57219533029; 57189376248; 57192545268; 57540177800; 57211624517; 57205289168; 58697671000; 57212081624; 57200315233; 57216392342; 56866386100; 57189642809; 57994275800; 56667542100; 57219539377; 57219535605; 57220188262; 6506455939; 57189383901; 57216492475; 57210605029; 57213689747; 57193120681; 6507216853; 57211299051";0,973684211
1462;Kryvyi Rih State Pedagogical University;37;40;"56375008500; 57211132753; 57204963511; 57211133711; 57202443202; 57204971103; 57222573408; 57211132858; 57211133844; 35771390000; 57205440436; 57202442074; 57186334600; 57214946343; 57204968238; 57194519666; 57211134522; 57218569789; 57204966667; 57214947158; 57211133873; 57218571289; 24076781900; 57219354228; 7005535906; 57205435051; 57218569952; 57205442322; 57205434015; 57222574729; 57609625200; 57202441530; 57216844651; 57216844461; 57216844690; 57211133386; 57218568346; 57205444378; 57211133281; 57218569282";0,925
1284;Oles Honchar Dnipro National University;36;45;"56154949000; 58204824900; 56447086500; 57202238267; 56677782000; 58246301400; 58154058900; 57191863245; 6602931365; 57211133531; 24468349400; 41262374500; 57201902879; 58154059000; 57214346507; 57226134931; 56377125500; 57274927700; 57219961210; 58153767200; 35847695900; 6505609275; 57210286756; 58042210200; 58154338700; 25025773400; 57209410827; 57192652166; 15122731600; 57216287686; 58010598600; 57210288677; 57214167505; 57226168093; 58205072600; 58245601100; 57222709561; 58454434900; 57226167310; 6507443621; 7103102844; 57190372318; 57200226976; 26632836300; 55226376100";0,8
1546;Cherkasy State Technological University;35;37;"57216955849; 57188681332; 57211205325; 57223373694; 58353333600; 57211229265; 57204913015; 57214642028; 37058627000; 57216953443; 55820194100; 57205357951; 57216488854; 57963011400; 56203633700; 57194424233; 57211428325; 57210598359; 57670690300; 57210601011; 57210600995; 57217114273; 57216491751; 58352681500; 25123205800; 57193454434; 58352681400; 58061128200; 47161155900; 58352031200; 57211518857; 56026726900; 58735250700; 57216031565; 57994121400; 57207761125; 57191709555";0,945945946
